"Nomor Registrasi","Nama Produk","Komposisi","Bentuk Sediaan","Kemasan","Pendaftar","Perusahaan","Negara_Asal","Tanggal Terbit","Masa Berlaku s/d","Status","Kategori_Obat","Golongan_Obat","Asal_Obat","Jumlah_Zat_Aktif","Durasi_Registrasi_Tahun","Sudah_Kedaluwarsa","Sisa_Hari_Berlaku","List_Zat_Aktif","Jumlah_Varian_Kemasan","Komposisi_Normalized","drug_category","all_drug_categories","raw_mapped_categories","unsupported_drug_categories","drug_category_match_status","drug_category_is_supported","drug_category_source"
"DTL1504522837A1","ALLERIN EXPECTORANT","PSEUDOEPHEDRINE HYDROCHLORIDE. DIPHENHYDRAMINE HYDROCHLORIDE. SODIUM CITRATE DIHYDRATE. GUAIFENESIN","SIRUP; 15 MG /12,5 MG /180 MG /50 MG","DUS, 1 BOTOL @ 120 ML ;; DUS, 1 BOTOL @ 60 ML","DARYA-VARIA LABORATORIA TBK - Indonesia","DARYA-VARIA LABORATORIA TBK","Indonesia","2024-08-29","2029-08-29","Berlaku","Obat Bebas Terbatas - Lokal","Obat Bebas Terbatas","Lokal/Lainnya","1","5.0","False","1199","['PSEUDOEPHEDRINE HYDROCHLORIDE. DIPHENHYDRAMINE HYDROCHLORIDE. SODIUM CITRATE DIHYDRATE. GUAIFENESIN']","2","PSEUDOEPHEDRINE HYDROCHLORIDE. DIPHENHYDRAMINE HYDROCHLORIDE. SODIUM CITRATE DIHYDRATE. GUAIFENESIN","UNKNOWN","","","","unmatched","0","drug_name_complete_category_lookup.csv"
"DKL1806318331A1","ALLETROL COMPOSITUM","DEXAMETHASONE SODIUM PHOSPHATE. NEOMYCIN SULFATE. POLYMYXIN B SULFATE","SALEP MATA; 1,316 MG /5,175 MG /6000 IU","DUS, 1 TUBE @ 3,5 G","ERLANGGA EDI LABORATORIES (ERELA) - Indonesia","ERLANGGA EDI LABORATORIES (ERELA)","Indonesia","2024-07-01","2028-11-27","Berlaku","Obat Keras - Lokal","Obat Keras","Lokal/Lainnya","1","4.4","False","924","['DEXAMETHASONE SODIUM PHOSPHATE. NEOMYCIN SULFATE. POLYMYXIN B SULFATE']","1","DEXAMETHASONE SODIUM PHOSPHATE. NEOMYCIN SULFATE. POLYMYXIN B SULFATE","kortikosteroid","kortikosteroid","kortikosteroid","","matched_supported","1","drug_name_complete_category_lookup.csv"
"DKL2206309746B1","ALLETROL COMPOSITUM FORTE","POLYMYXIN B SULFATE. DEXAMETHASONE SODIUM PHOSPHATE. NEOMYCIN SULFATE","TETES MATA; 10.000 IU /1,32 MG /5,18 MG","DUS, 1 BOTOL PLASTIK @ 5 ML","ERLANGGA EDI LABORATORIES (ERELA) - Indonesia","ERLANGGA EDI LABORATORIES (ERELA)","Indonesia","2022-11-01","2027-11-01","Berlaku","Obat Keras - Lokal","Obat Keras","Lokal/Lainnya","1","5.0","False","532","['POLYMYXIN B SULFATE. DEXAMETHASONE SODIUM PHOSPHATE. NEOMYCIN SULFATE']","1","POLYMYXIN B SULFATE. DEXAMETHASONE SODIUM PHOSPHATE. NEOMYCIN SULFATE","kortikosteroid","kortikosteroid","kortikosteroid","","matched_supported","1","drug_name_complete_category_lookup.csv"
"DBL8821003363A1","ALMACON","DRIED ALUMINIUM HYDROXIDE GEL | MAGNESIUM HYDROXIDE | SIMETHICONE","TABLET KUNYAH","DUS, 10 AMPLOP @ 1 STRIP @ 10 TABLET KUNYAH ;; DUS, 10 STRIP @ 10 TABLET KUNYAH","PYRIDAM FARMA TBK - Indonesia","PYRIDAM FARMA TBK","Indonesia","2026-04-10","2031-04-10","Berlaku","Obat Bebas - Lokal","Obat Bebas","Lokal/Lainnya","3","5.0","False","1788","['DRIED ALUMINIUM HYDROXIDE GEL', 'MAGNESIUM HYDROXIDE', 'SIMETHICONE']","2","DRIED ALUMINIUM HYDROXIDE GEL | MAGNESIUM HYDROXIDE | SIMETHICONE","UNKNOWN","","","","unmatched","0","drug_name_complete_category_lookup.csv"
"GPL2617636110A1","ALPRAZOLAM","ALPRAZOLAM","TABLET","DUS, 3 STRIP @ 10 TABLET","INTERBAT - Indonesia","INTERBAT","Indonesia","2026-04-30","2031-04-30","Berlaku","Obat Generik Psikotropika - Lokal","Psikotropika","Lokal/Lainnya","1","5.0","False","1808","['ALPRAZOLAM']","1","ALPRAZOLAM","UNKNOWN","","","","unmatched","0","drug_name_complete_category_lookup.csv"
"DBL2504218433A1","ALUMY","DRIED ALUMINIUM HYDROXIDE GEL | MAGNESIUM TRISILICATE | SIMETHICONE EMULSION 30%","SUSPENSI","DUS, 1 BOTOL @ 100 ML","CORONET CROWN - Indonesia","CORONET CROWN","Indonesia","2026-03-26","2031-03-26","Berlaku","Obat Bebas - Lokal","Obat Bebas","Lokal/Lainnya","3","5.0","False","1773","['DRIED ALUMINIUM HYDROXIDE GEL', 'MAGNESIUM TRISILICATE', 'SIMETHICONE EMULSION 30%']","1","DRIED ALUMINIUM HYDROXIDE GEL | MAGNESIUM TRISILICATE | SIMETHICONE EMULSION 30%","UNKNOWN","","","","unmatched","0","drug_name_complete_category_lookup.csv"
"DBL2104218163A1","ALUMY","SIMETHICONE EMULSION 30. MAGNESIUM TRISILICATE. DRIED ALUMINIUM HYDROXIDE GEL","TABLET KUNYAH; 166,7 MG /300 mg /300 mg","DUS, 6 AMPLOP @ 1 BLISTER @ 10 TABLET KUNYAH","CORONET CROWN - Indonesia","CORONET CROWN","Indonesia","2022-07-25","2027-07-25","Berlaku","Obat Bebas - Lokal","Obat Bebas","Lokal/Lainnya","1","5.0","False","433","['SIMETHICONE EMULSION 30. MAGNESIUM TRISILICATE. DRIED ALUMINIUM HYDROXIDE GEL']","1","SIMETHICONE EMULSION 30. MAGNESIUM TRISILICATE. DRIED ALUMINIUM HYDROXIDE GEL","UNKNOWN","","","","unmatched","0","drug_name_complete_category_lookup.csv"
"DKI2631500617B1","ALUNBRIG","BRIGATINIB","TABLET SALUT SELAPUT","DUS, 1 BLISTER @ 7 TABLET SALUT SELAPUT","WIGO HEALTH INDONESIA - Indonesia","WIGO HEALTH INDONESIA","Indonesia","2026-01-16","2031-01-16","Berlaku","Obat Keras - Impor","Obat Keras","Impor","1","5.0","False","1704","['BRIGATINIB']","1","BRIGATINIB","UNKNOWN","","","","unmatched","0","drug_name_complete_category_lookup.csv"
"DKI2182101017A1","ALUVIA","LOPINAVIR. RITONAVIR","TABLET SALUT SELAPUT; 200 MG /50 MG","BOTOL PLASTIK @ 120 TABLET SALUT SELAPUT","PYRIDAM FARMA TBK - Indonesia","PYRIDAM FARMA TBK","Indonesia","2021-12-06","2026-12-06","Berlaku","Obat Keras - Impor","Obat Keras","Impor","1","5.0","False","202","['LOPINAVIR. RITONAVIR']","1","LOPINAVIR. RITONAVIR","UNKNOWN","","","","unmatched","0","drug_name_complete_category_lookup.csv"
"DKI1082100817B1","ALUVIA","RITONAVIR. LOPINAVIR","TABLET SALUT SELAPUT; 25 MG /100 MG","DUS, 1 BOTOL PLASTIK @ 60 TABLET SALUT SELAPUT","ABBOTT INDONESIA - Indonesia","ABBOTT INDONESIA","Indonesia","2020-03-06","2025-03-06","Berlaku","Obat Keras - Impor","Obat Keras","Impor","1","5.0","True","-438","['RITONAVIR. LOPINAVIR']","1","RITONAVIR. LOPINAVIR","UNKNOWN","","","","unmatched","0","drug_name_complete_category_lookup.csv"
"DKI1423600244A1","ALVEOFACT","PHOSPHOLIPID FRACTION FROM BOVINE LUNG LAVAGE (SF-RI 1)","SERBUK INJEKSI; 54 MG","DUS, 1 VIAL @ 54 MG + 1 PREFILLED SYRINGE PELARUT @ 1.2 ML + 1 KANULA + 1 VIAL ADAPTER","DEXA MEDICA - Indonesia","DEXA MEDICA","Indonesia","2023-06-28","2028-06-28","Berlaku","Obat Keras - Impor","Obat Keras","Impor","1","5.0","False","772","['PHOSPHOLIPID FRACTION FROM BOVINE LUNG LAVAGE (SF-RI 1)']","1","PHOSPHOLIPID FRACTION FROM BOVINE LUNG LAVAGE SF-RI 1","UNKNOWN","","","","unmatched","0","drug_name_complete_category_lookup.csv"
"DKL8527902504A1","ALVITA","METAMIZOLE SODIUM. THIAMINE HYDROCHLORIDE. PYRIDOXINE HYDROCHLORIDE. CYANOCOBALAMIN","KAPLET; 500 MG /50 MG /10 MG /10 MCG","DUS, 10 STRIP @ 10 KAPLET","PABRIK PHARMASI ZENITH - Indonesia","PABRIK PHARMASI ZENITH","Indonesia","2022-01-03","2027-01-03","Berlaku","Obat Keras - Lokal","Obat Keras","Lokal/Lainnya","1","5.0","False","230","['METAMIZOLE SODIUM. THIAMINE HYDROCHLORIDE. PYRIDOXINE HYDROCHLORIDE. CYANOCOBALAMIN']","1","METAMIZOLE SODIUM. THIAMINE HYDROCHLORIDE. PYRIDOXINE HYDROCHLORIDE. CYANOCOBALAMIN","UNKNOWN","","","","unmatched","0","drug_name_complete_category_lookup.csv"
"GKL2628920937A1","AMBROXOL HYDROCHLORIDE","AMBROXOL HYDROCHLORIDE","SIRUP","BOTOL @ 60 ML","RAMA EMERALD MULTI SUKSES - Indonesia","RAMA EMERALD MULTI SUKSES","Indonesia","2026-04-24","2031-04-24","Berlaku","Obat Generik Keras - Lokal","Obat Keras","Lokal/Lainnya","1","5.0","False","1802","['AMBROXOL HYDROCHLORIDE']","1","AMBROXOL HYDROCHLORIDE","UNKNOWN","","","","unmatched","0","drug_name_complete_category_lookup.csv"
"LKE21241002","AMINOCARE","ALPHA-KETO-ISOLEUCIN CALCIUM. ALPHA-KETO-LEUCINE CALCIUM. ALPHA-KETO-PHENYLALANINE CALCIUM. ALPHA-KETO-VALINE CALCIUM. ALPHA-HYDROXY METHIONINE CALCIUM. LYSINE ACETATE. THREONINE. TRYPTOPHAN. HISTIDINE. TYROSINE","TABLET SALUT SELAPUT","DUS, 10 STRIP @ 10 TABLET SALUT SELAPUT","SOHO INDUSTRI PHARMASI - Indonesia","SOHO INDUSTRI PHARMASI","Indonesia","2021-07-05","2026-07-05","Berlaku","Lisensi - Khusus Ekspor","Khusus Ekspor","Lokal/Lainnya","0","5.0","False","48","[]","1","ALPHA-KETO-ISOLEUCIN CALCIUM. ALPHA-KETO-LEUCINE CALCIUM. ALPHA-KETO-PHENYLALANINE CALCIUM. ALPHA-KETO-VALINE CALCIUM. ALPHA-HYDROXY METHIONINE CALCIUM. LYSINE ACETATE. THREONINE. TRYPTOPHAN. HISTIDINE. TYROSINE","UNKNOWN","","","","unmatched","0","drug_name_complete_category_lookup.csv"
"DKL0411637249A1","AMINOFUSIN HEPAR","SORBITOL. XYLITOL. ISOLEUCINE. LEUCINE. LYSINE MALATE. METHIONINE. PHENYLALANINE. THREONINE. VALINE. L-ARGININE. HISTIDINE. ORNITHINE ASPARTATE. ALANINE. ACETYLCYSTEINE. GLUTAMIC ACID. GLYCINE. PROLINE. SERINE. SODIUM GLYCEROPHOSPHATE PENTAHYDRATE. POTASS","INFUS; 25.0 G /25.0 G /7.60 G /8.50 G /7.860 G /0.50 G /0.250 G /1.20 G /6.40 G /4.90 G /0.60 G /8.030 G /2","DUS, 1 BOTOL @ 500 ML","KALBE FARMA - Indonesia","KALBE FARMA","Indonesia","2021-09-24","2026-09-24","Berlaku","Obat Keras - Lokal","Obat Keras","Lokal/Lainnya","1","5.0","False","129","['SORBITOL. XYLITOL. ISOLEUCINE. LEUCINE. LYSINE MALATE. METHIONINE. PHENYLALANINE. THREONINE. VALINE. L-ARGININE. HISTIDINE. ORNITHINE ASPARTATE. ALANINE. ACETYLCYSTEINE. GLUTAMIC ACID. GLYCINE. PROLINE. SERINE. SODIUM GLYCEROPHOSPHATE PENTAHYDRATE. POTASS']","1","SORBITOL. XYLITOL. ISOLEUCINE. LEUCINE. LYSINE MALATE. METHIONINE. PHENYLALANINE. THREONINE. VALINE. L-ARGININE. HISTIDINE. ORNITHINE ASPARTATE. ALANINE. ACETYLCYSTEINE. GLUTAMIC ACID. GLYCINE. PROLINE. SERINE. SODIUM GLYCEROPHOSPHATE PENTAHYDRATE. POTASS","UNKNOWN","","","","unmatched","0","drug_name_complete_category_lookup.csv"
"DKL0411637049A1","AMINOFUSIN PAED","LEUCINE. ISOLEUCINE. LYSINE MONOHYDRATE. VALINE. PHENYLALANINE. THREONINE. POTASSIUM HYDROXIDE. SODIUM HYDROXIDE. METHIONINE. CALCIUM CHLORIDE DIHYDRATE. HISTIDINE. TRYPTOPHAN. MAGNESIUM ACETATE TETRAHYDRATE. ACETYLTYROSINE. NICOTINAMIDE. GLUTAMIC ACID. P","INFUS; 2.790 g /2.511 g /2.349 g /2.092 g /1.813 g /1.743 g /1.403 g /1.20 g /0.976 g /0.735 g /0.698 g /0.","DUS, 1 BOTOL @ 250 ML","KALBE FARMA - Indonesia","KALBE FARMA","Indonesia","2021-07-28","2026-07-28","Berlaku","Obat Keras - Lokal","Obat Keras","Lokal/Lainnya","1","5.0","False","71","['LEUCINE. ISOLEUCINE. LYSINE MONOHYDRATE. VALINE. PHENYLALANINE. THREONINE. POTASSIUM HYDROXIDE. SODIUM HYDROXIDE. METHIONINE. CALCIUM CHLORIDE DIHYDRATE. HISTIDINE. TRYPTOPHAN. MAGNESIUM ACETATE TETRAHYDRATE. ACETYLTYROSINE. NICOTINAMIDE. GLUTAMIC ACID. P']","1","LEUCINE. ISOLEUCINE. LYSINE MONOHYDRATE. VALINE. PHENYLALANINE. THREONINE. POTASSIUM HYDROXIDE. SODIUM HYDROXIDE. METHIONINE. CALCIUM CHLORIDE DIHYDRATE. HISTIDINE. TRYPTOPHAN. MAGNESIUM ACETATE TETRAHYDRATE. ACETYLTYROSINE. NICOTINAMIDE. GLUTAMIC ACID. P","UNKNOWN","","","","unmatched","0","drug_name_complete_category_lookup.csv"
"DKL8718701649A1","AMINOLEBAN","GLYCINE. ALANINE. L-ARGININE HYDROCHLORIDE. ISOLEUCINE. LEUCINE. LYSINE HYDROCHLORIDE. L-METHIONINE. PHENYLALANINE. SERINE. THREONINE. TRYPTOPHAN. VALINE. PROLINE. L-CYSTEINE HYDROCHLORIDE MONOHYDRATE. HISTIDINE HYDROCHLORIDE MONOHYDRATE","INFUS; 4,5 G /3,75 G /3,65 G /4,5 G /5,5 G /3,8 G /0,5 G /0,5 G /2,5 G /2,25 G /0,35 G /4,2 G /4 G /0,2 G /","SOFTBAG @ 500 ML","OTSUKA INDONESIA - Indonesia","OTSUKA INDONESIA","Indonesia","2024-07-13","2029-06-27","Berlaku","Obat Keras - Lokal","Obat Keras","Lokal/Lainnya","1","5.0","False","1136","['GLYCINE. ALANINE. L-ARGININE HYDROCHLORIDE. ISOLEUCINE. LEUCINE. LYSINE HYDROCHLORIDE. L-METHIONINE. PHENYLALANINE. SERINE. THREONINE. TRYPTOPHAN. VALINE. PROLINE. L-CYSTEINE HYDROCHLORIDE MONOHYDRATE. HISTIDINE HYDROCHLORIDE MONOHYDRATE']","1","GLYCINE. ALANINE. L-ARGININE HYDROCHLORIDE. ISOLEUCINE. LEUCINE. LYSINE HYDROCHLORIDE. L-METHIONINE. PHENYLALANINE. SERINE. THREONINE. TRYPTOPHAN. VALINE. PROLINE. L-CYSTEINE HYDROCHLORIDE MONOHYDRATE. HISTIDINE HYDROCHLORIDE MONOHYDRATE","UNKNOWN","","","","unmatched","0","drug_name_complete_category_lookup.csv"
"DKI1848000149A1","AMINOLYTE PERI","ARGININE HYDROCHLORIDE. ASPARTIC ACID. GLUTAMIC ACID. GLYCINE. HISTIDINE. ISOLEUCINE. LEUCINE. LYSINE HYDROCHLORIDE. METHIONINE. PHENYLALANINE. PROLINE. SERINE. THREONINE. TYROSINE. VALINE. CALCIUM CHLORIDE DIHYDRATE. SODIUM GLYCEROPHOSPHATE HYDRATED. MAG","INFUS; 11,300 MG /3,400 MG /5,600 MG /7,900 MG /6,800 MG /5,600 MG /7,900 MG /11,300 MG /5,600 MG /7,900 mg","THREE CHAMBER BAG @ 1440 ML","PHAROS INDONESIA - Indonesia","PHAROS INDONESIA","Indonesia","2024-08-24","2029-05-14","Berlaku","Obat Keras - Impor","Obat Keras","Impor","1","4.7","False","1092","['ARGININE HYDROCHLORIDE. ASPARTIC ACID. GLUTAMIC ACID. GLYCINE. HISTIDINE. ISOLEUCINE. LEUCINE. LYSINE HYDROCHLORIDE. METHIONINE. PHENYLALANINE. PROLINE. SERINE. THREONINE. TYROSINE. VALINE. CALCIUM CHLORIDE DIHYDRATE. SODIUM GLYCEROPHOSPHATE HYDRATED. MAG']","1","ARGININE HYDROCHLORIDE. ASPARTIC ACID. GLUTAMIC ACID. GLYCINE. HISTIDINE. ISOLEUCINE. LEUCINE. LYSINE HYDROCHLORIDE. METHIONINE. PHENYLALANINE. PROLINE. SERINE. THREONINE. TYROSINE. VALINE. CALCIUM CHLORIDE DIHYDRATE. SODIUM GLYCEROPHOSPHATE HYDRATED. MAG","UNKNOWN","","","","unmatched","0","drug_name_complete_category_lookup.csv"
"DKL2428407549A1","AMINOPED 6%","ACETYLCYSTEINE | ACETYLTYROSINE | ALANINE | GLYCINE | HISTIDINE | ISOLEUCINE | L-ARGININE | LEUCINE | LYSINE ACETATE | MALIC ACID | METHIONINE | PHENYLALANINE | PROLINE | SERINE | TAURINE | THREONINE | TRYPTOPHAN | VALINE","INFUS","FLEXIBAG @ 100 ML (WITH OVERWRAP)","KALBE FARMA - Indonesia","KALBE FARMA","Indonesia","2024-11-21","2029-11-21","Berlaku","Obat Keras - Lokal","Obat Keras","Lokal/Lainnya","18","5.0","False","1283","['ACETYLCYSTEINE', 'ACETYLTYROSINE', 'ALANINE', 'GLYCINE', 'HISTIDINE', 'ISOLEUCINE', 'L-ARGININE', 'LEUCINE', 'LYSINE ACETATE', 'MALIC ACID', 'METHIONINE', 'PHENYLALANINE', 'PROLINE', 'SERINE', 'TAURINE', 'THREONINE', 'TRYPTOPHAN', 'VALINE']","1","ACETYLCYSTEINE | ACETYLTYROSINE | ALANINE | GLYCINE | HISTIDINE | ISOLEUCINE | L-ARGININE | LEUCINE | LYSINE ACETATE | MALIC ACID | METHIONINE | PHENYLALANINE | PROLINE | SERINE | TAURINE | THREONINE | TRYPTOPHAN | VALINE","UNKNOWN","","","","unmatched","0","drug_name_complete_category_lookup.csv"
"LKE21067001","AMINORAL","ALPHA-HYDROXY METHIONINE CALCIUM. ALPHA-KETO-VALINE CALCIUM. ALPHA-KETO-ISOLEUCIN CALCIUM. ALPHA-KETO-LEUCINE CALCIUM. ALPHA-KETO-PHENYLALANINE CALCIUM. LYSINE ACETATE. TYROSINE. TRYPTOPHAN. THREONINE. HISTIDINE","KAPLET SALUT SELAPUT; 59 MG /86 MG /67 MG /101 MG /68 MG /105 MG /30 MG /23 MG /53 MG /38 MG","DUS, 10 STRIP @ 10 KAPLET SALUT SELAPUT","ETHICA INDUSTRI FARMASI (SITE JABABEKA) - Indonesia","ETHICA INDUSTRI FARMASI (SITE JABABEKA)","Indonesia","2021-09-22","2026-09-22","Berlaku (Khusus Ekspor)","Lisensi - Khusus Ekspor","Khusus Ekspor","Lokal/Lainnya","1","5.0","False","127","['ALPHA-HYDROXY METHIONINE CALCIUM. ALPHA-KETO-VALINE CALCIUM. ALPHA-KETO-ISOLEUCIN CALCIUM. ALPHA-KETO-LEUCINE CALCIUM. ALPHA-KETO-PHENYLALANINE CALCIUM. LYSINE ACETATE. TYROSINE. TRYPTOPHAN. THREONINE. HISTIDINE']","1","ALPHA-HYDROXY METHIONINE CALCIUM. ALPHA-KETO-VALINE CALCIUM. ALPHA-KETO-ISOLEUCIN CALCIUM. ALPHA-KETO-LEUCINE CALCIUM. ALPHA-KETO-PHENYLALANINE CALCIUM. LYSINE ACETATE. TYROSINE. TRYPTOPHAN. THREONINE. HISTIDINE","UNKNOWN","","","","unmatched","0","drug_name_complete_category_lookup.csv"
"DKI1381203349A1","AMINOSTERIL INFANT 6 %","ACETYLCYSTEINE | ACETYLTYROSINE | ALANINE | GLYCINE | ISOLEUCINE | L-ARGININE | LEUCINE | L-HISTIDINE | LYSINE ACETATE | MALIC ACID | METHIONINE | PHENYLALANINE | PROLINE | SERINE | TAURINE | THREONINE | TRYPTOPHAN | VALINE","INFUS","DUS, 10 BOTOL @ 100 ML ;; BOTOL @ 100 ML","FRESENIUS KABI COMBIPHAR - Indonesia","FRESENIUS KABI COMBIPHAR","Indonesia","2025-08-24","2028-06-15","Berlaku","Obat Keras - Impor","Obat Keras","Impor","18","2.8","False","759","['ACETYLCYSTEINE', 'ACETYLTYROSINE', 'ALANINE', 'GLYCINE', 'ISOLEUCINE', 'L-ARGININE', 'LEUCINE', 'L-HISTIDINE', 'LYSINE ACETATE', 'MALIC ACID', 'METHIONINE', 'PHENYLALANINE', 'PROLINE', 'SERINE', 'TAURINE', 'THREONINE', 'TRYPTOPHAN', 'VALINE']","2","ACETYLCYSTEINE | ACETYLTYROSINE | ALANINE | GLYCINE | ISOLEUCINE | L-ARGININE | L-HISTIDINE | LEUCINE | LYSINE ACETATE | MALIC ACID | METHIONINE | PHENYLALANINE | PROLINE | SERINE | TAURINE | THREONINE | TRYPTOPHAN | VALINE","UNKNOWN","","","","unmatched","0","drug_name_complete_category_lookup.csv"
"DKL9218703649A1","AMIPAREN","GLYCINE. ALANINE. ASPARTIC ACID. CYSTEINE. GLUTAMIC ACID. ISOLEUCINE. LEUCINE. LYSINE ACETATE. PHENYLALANINE. THREONINE. TRYPTOPHAN. TYROSINE. VALINE. L-ARGININE. SERINE. L-PROLINE. L-HISTIDINE. L-METHIONINE","INFUS; 2,95 G /4 G /0,5 G /0,5 G /0,5 G /4 G /7 G /7,4 G /3,5 G /2,85 G /1 G /0,25 G /4 G /5,25 G /1,5 G /2","SOFT BAG @ 500 ML","OTSUKA INDONESIA - Indonesia","OTSUKA INDONESIA","Indonesia","2024-04-29","2029-04-12","Berlaku","Obat Keras - Lokal","Obat Keras","Lokal/Lainnya","1","5.0","False","1060","['GLYCINE. ALANINE. ASPARTIC ACID. CYSTEINE. GLUTAMIC ACID. ISOLEUCINE. LEUCINE. LYSINE ACETATE. PHENYLALANINE. THREONINE. TRYPTOPHAN. TYROSINE. VALINE. L-ARGININE. SERINE. L-PROLINE. L-HISTIDINE. L-METHIONINE']","1","GLYCINE. ALANINE. ASPARTIC ACID. CYSTEINE. GLUTAMIC ACID. ISOLEUCINE. LEUCINE. LYSINE ACETATE. PHENYLALANINE. THREONINE. TRYPTOPHAN. TYROSINE. VALINE. L-ARGININE. SERINE. L-PROLINE. L-HISTIDINE. L-METHIONINE","UNKNOWN","","","","unmatched","0","drug_name_complete_category_lookup.csv"
"DKL0822244949A1","AMITEN","LEUCINE. L-ISOLEUCINE. L-VALINE. L-LYSINE ACETATE. THREONINE. TRYPTOPHAN. L-METHIONINE. PHENYLALANINE. L-CYSTEINE. TYROSINE. L-ARGININE. L-HISTIDINE. ALANINE. L-PROLINE. SERINE. ASPARTIC ACID. GLUTAMIC ACID","INFUS; 2,8 G /1,8 G /2 G /1,42 G /0,7 G /0,5 G /0,6 G /1 G /0,2 G /0,1 G /0,9 G /0,7 G /0,5 G /0,6 G /0,6 G","DUS, 1 BOTOL @ 200 ML","SANBE FARMA - Indonesia","SANBE FARMA","Indonesia","2024-02-12","2028-05-09","Berlaku","Obat Keras - Lokal","Obat Keras","Lokal/Lainnya","1","4.2","False","722","['LEUCINE. L-ISOLEUCINE. L-VALINE. L-LYSINE ACETATE. THREONINE. TRYPTOPHAN. L-METHIONINE. PHENYLALANINE. L-CYSTEINE. TYROSINE. L-ARGININE. L-HISTIDINE. ALANINE. L-PROLINE. SERINE. ASPARTIC ACID. GLUTAMIC ACID']","1","LEUCINE. L-ISOLEUCINE. L-VALINE. L-LYSINE ACETATE. THREONINE. TRYPTOPHAN. L-METHIONINE. PHENYLALANINE. L-CYSTEINE. TYROSINE. L-ARGININE. L-HISTIDINE. ALANINE. L-PROLINE. SERINE. ASPARTIC ACID. GLUTAMIC ACID","UNKNOWN","","","","unmatched","0","drug_name_complete_category_lookup.csv"
"GKL2613615210A1","AMLODIPINE BESILATE","AMLODIPINE BESILATE","TABLET","DUS, 10 STRIP @ 10 TABLET","LUCAS DJAJA - Indonesia","LUCAS DJAJA","Indonesia","2026-04-20","2031-04-20","Berlaku","Obat Generik Keras - Lokal","Obat Keras","Lokal/Lainnya","1","5.0","False","1798","['AMLODIPINE BESILATE']","1","AMLODIPINE BESILATE","ccb","ccb","ccb","","matched_supported","1","drug_name_complete_category_lookup.csv"
"GKL0634006201A1","AMOXICILLIN TRIHYDRATE","AMOXICILLIN TRIHYDRATE","KAPSUL","DUS, 10 STRIP @ 10 KAPSUL","NOVAPHARIN - Indonesia","NOVAPHARIN","Indonesia","2026-03-26","2031-03-26","Berlaku","Obat Generik Keras - Lokal","Obat Keras","Lokal/Lainnya","1","5.0","False","1773","['AMOXICILLIN TRIHYDRATE']","1","AMOXICILLIN TRIHYDRATE","UNKNOWN","","antibiotik_beta","antibiotik_beta","matched_not_in_interaction_train","0","drug_name_complete_category_lookup.csv"
"GKL2117630144A1","AMPICILLIN SODIUM","AMPICILLIN SODIUM","SERBUK INJEKSI","DUS, 10 VIAL @ 1 GRAM","INTERBAT - Indonesia","INTERBAT","Indonesia","2026-01-05","2031-01-05","Berlaku","Obat Generik Keras - Lokal","Obat Keras","Lokal/Lainnya","1","5.0","False","1693","['AMPICILLIN SODIUM']","1","AMPICILLIN SODIUM","UNKNOWN","","antibiotik_beta","antibiotik_beta","matched_not_in_interaction_train","0","drug_name_complete_category_lookup.csv"
"GKL2517634944B1","AMPICILLIN SODIUM/SULBACTAM SODIUM","AMPICILLIN SODIUM AND SULBACTAM SODIUM ~ AMPICILLIN 1000 MG & SULBACTAM 500 MG","SERBUK INJEKSI","DUS, 10 VIAL @ 1,5 GRAM","INTERBAT - Indonesia","INTERBAT","Indonesia","2025-11-17","2030-11-17","Berlaku","Obat Generik Keras - Lokal","Obat Keras","Lokal/Lainnya","1","5.0","False","1644","['AMPICILLIN SODIUM AND SULBACTAM SODIUM ~ AMPICILLIN 1000 MG & SULBACTAM 500 MG']","1","AMPICILLIN SODIUM AND SULBACTAM SODIUM  AMPICILLIN 1000 MG  SULBACTAM 500 MG","UNKNOWN","","antibiotik_beta","antibiotik_beta","matched_not_in_interaction_train","0","drug_name_complete_category_lookup.csv"
"GKL2502368644A1","AMPICILLIN SODIUM/SULBACTAM SODIUM","AMPICILLIN SODIUM AND SULBACTAM SODIUM ~ AMPICILLIN 1000MG & SULBACTAM 500MG","SERBUK INJEKSI","DUS, 10 VIAL @ 1500 MG","BERNOFARM - Indonesia","BERNOFARM","Indonesia","2025-02-27","2030-02-27","Berlaku","Obat Generik Keras - Lokal","Obat Keras","Lokal/Lainnya","1","5.0","False","1381","['AMPICILLIN SODIUM AND SULBACTAM SODIUM ~ AMPICILLIN 1000MG & SULBACTAM 500MG']","1","AMPICILLIN SODIUM AND SULBACTAM SODIUM  AMPICILLIN 1000MG  SULBACTAM 500MG","UNKNOWN","","antibiotik_beta","antibiotik_beta","matched_not_in_interaction_train","0","drug_name_complete_category_lookup.csv"
