Nomor Registrasi,Nama Produk,Komposisi,Bentuk Sediaan,Kemasan,Pendaftar,Perusahaan,Negara_Asal,Tanggal Terbit,Masa Berlaku s/d,Status,Kategori_Obat,Golongan_Obat,Asal_Obat,Jumlah_Zat_Aktif,Durasi_Registrasi_Tahun,Sudah_Kedaluwarsa,Sisa_Hari_Berlaku,List_Zat_Aktif,Jumlah_Varian_Kemasan,Komposisi_Normalized
DTL2109612704A1,OPTIFLU,PARACETAMOL. PHENYLEPHRINE HYDROCHLORIDE. DEXTROMETHORPHAN HYDROBROMIDE. CHLORPHENAMINE MALEATE,KAPLET; 500 MG /10 MG /10 MG /2 MG,"DUS, 10 STRIP @ 10 KAPLET",IMFARMIND FARMASI INDUSTRI - Indonesia,IMFARMIND FARMASI INDUSTRI,Indonesia,2024-08-24,2029-08-24,Berlaku,Obat Bebas Terbatas - Lokal,Obat Bebas Terbatas,Lokal/Lainnya,1,5.0,False,1176,['PARACETAMOL. PHENYLEPHRINE HYDROCHLORIDE. DEXTROMETHORPHAN HYDROBROMIDE. CHLORPHENAMINE MALEATE'],1,PARACETAMOL. PHENYLEPHRINE HYDROCHLORIDE. DEXTROMETHORPHAN HYDROBROMIDE. CHLORPHENAMINE MALEATE
DTL2109612637A1,OPTIFLU JUNIOR,PARACETAMOL. CHLORPHENAMINE MALEATE. GUAIFENESIN,"SIRUP; 120,0 MG /1,0 MG /25,0 MG","DUS, 1 BOTOL @ 60 ML",IMFARMIND FARMASI INDUSTRI - Indonesia,IMFARMIND FARMASI INDUSTRI,Indonesia,2022-07-25,2027-07-25,Berlaku,Obat Bebas Terbatas - Lokal,Obat Bebas Terbatas,Lokal/Lainnya,1,5.0,False,415,['PARACETAMOL. CHLORPHENAMINE MALEATE. GUAIFENESIN'],1,PARACETAMOL. CHLORPHENAMINE MALEATE. GUAIFENESIN
DKL7603811246A1,OPTOHIST,PHENYLEPHRINE HYDROCHLORIDE. PHENIRAMINE MALEATE,"TETES MATA; 1,2 MG /3 MG","BOTOL PLASTIK @ 5 ML ;; BOTOL PLASTIK @ 15 ML ;; CATCH COVER @ 5 BOTOL PLASTIK @ 0,6 ML",CENDO - Indonesia,CENDO,Indonesia,2022-10-14,2027-03-17,Berlaku,Obat Keras - Lokal,Obat Keras,Lokal/Lainnya,1,4.4,False,285,['PHENYLEPHRINE HYDROCHLORIDE. PHENIRAMINE MALEATE'],3,PHENYLEPHRINE HYDROCHLORIDE. PHENIRAMINE MALEATE
LKE16055126,ORAL REHYDRATION SALTS,DEXTROSE ANHYDRATE. SODIUM CHLORIDE. POTASSIUM CHLORIDE. SODIUM CITRATE,SERBUK ORAL; 3350 MG /640 MG /370 MG /720 MG,"DUS, 50 SACHET @ 5,3 G",ACTAVIS INDONESIA - Indonesia,ACTAVIS INDONESIA,Indonesia,2022-07-15,2026-08-24,Berlaku (Khusus Ekspor),Lisensi - Khusus Ekspor,Khusus Ekspor,Lokal/Lainnya,1,4.1,False,80,['DEXTROSE ANHYDRATE. SODIUM CHLORIDE. POTASSIUM CHLORIDE. SODIUM CITRATE'],1,DEXTROSE ANHYDRATE. SODIUM CHLORIDE. POTASSIUM CHLORIDE. SODIUM CITRATE
GBL2536707323A1,ORALIT,DEXTROSE ANHYDRATE | POTASSIUM CHLORIDE | SODIUM CHLORIDE | SODIUM CITRATE DIHYDRATE,SERBUK,"DUS, 50 SACHET @ 4.41 MG",SEJAHTERA LESTARI FARMA - Indonesia,SEJAHTERA LESTARI FARMA,Indonesia,2025-12-31,2030-12-31,Berlaku,Obat Generik Bebas - Lokal,Obat Bebas,Lokal/Lainnya,4,5.0,False,1670,"['DEXTROSE ANHYDRATE', 'POTASSIUM CHLORIDE', 'SODIUM CHLORIDE', 'SODIUM CITRATE DIHYDRATE']",1,DEXTROSE ANHYDRATE | POTASSIUM CHLORIDE | SODIUM CHLORIDE | SODIUM CITRATE DIHYDRATE
GBL1944400723A1,ORALIT,POTASSIUM CHLORIDE. SODIUM CHLORIDE. SODIUM CITRATE DIHYDRATE. DEXTROSE ANHYDRATE,SERBUK; 300.00 MG /520.00 MG /580.00 MG /2700.00 MG,"DUS, 100 SACHET @ 4,1 G",KIMIA FARMA Tbk. - Indonesia,KIMIA FARMA Tbk.,Indonesia,2019-12-20,2024-12-20,Berlaku,Obat Generik Bebas - Lokal,Obat Bebas,Lokal/Lainnya,1,5.0,True,-532,['POTASSIUM CHLORIDE. SODIUM CHLORIDE. SODIUM CITRATE DIHYDRATE. DEXTROSE ANHYDRATE'],1,POTASSIUM CHLORIDE. SODIUM CHLORIDE. SODIUM CITRATE DIHYDRATE. DEXTROSE ANHYDRATE
GBL9819920623A1,ORALIT 200,POTASSIUM CHLORIDE. DEXTROSE ANHYDRATE. SODIUM CHLORIDE. SODIUM CITRATE DIHYDRATE,SERBUK,"DUS,100 SACHET @ 4,129 G ;; DUS, 100 SACHET @ 4,129 G ;; DUS. 100 SACHET @ 4,129 G",PHAPROS Tbk - Indonesia,PHAPROS Tbk,Indonesia,2024-09-24,2029-09-08,Berlaku,Obat Generik Bebas - Lokal,Obat Bebas,Lokal/Lainnya,0,5.0,False,1191,[],3,POTASSIUM CHLORIDE. DEXTROSE ANHYDRATE. SODIUM CHLORIDE. SODIUM CITRATE DIHYDRATE
DTL0816701837A1,ORATIFED PLUS EXPECTORANT,TRIPROLIDINE HYDROCHLORIDE. PSEUDOEPHEDRINE HYDROCHLORIDE. GUAIFENESIN,SIRUP; 1.250 MG /30.000 MG /100.000 MG,"DUS, 1 BOTOL @ 60 ML",MULIA FARMA SUCI - Indonesia,MULIA FARMA SUCI,Indonesia,2021-08-27,2026-07-13,Berlaku,Obat Bebas Terbatas - Lokal,Obat Bebas Terbatas,Lokal/Lainnya,1,4.9,False,38,['TRIPROLIDINE HYDROCHLORIDE. PSEUDOEPHEDRINE HYDROCHLORIDE. GUAIFENESIN'],1,TRIPROLIDINE HYDROCHLORIDE. PSEUDOEPHEDRINE HYDROCHLORIDE. GUAIFENESIN
DKL2406422301A1,ORLISLIM,KOMBINASI ORLISTAT PELLETS 50%,KAPSUL,"DUS, 3 STRIP @ 10 KAPSUL",ERLIMPEX - Indonesia,ERLIMPEX,Indonesia,2025-08-29,2030-08-29,Berlaku,Obat Keras - Lokal,Obat Keras,Lokal/Lainnya,1,5.0,False,1546,['KOMBINASI ORLISTAT PELLETS 50%'],1,KOMBINASI ORLISTAT PELLETS 50%
GKL2531809001A1,ORLISTAT,KOMBINASI-ORLISTAT 50 PELLETS,KAPSUL,"DUS, 3 BLISTER @ 10 KAPSUL",SUNTHI SEPURI - Indonesia,SUNTHI SEPURI,Indonesia,2025-06-05,2030-06-05,Berlaku,Obat Generik Keras - Lokal,Obat Keras,Lokal/Lainnya,1,5.0,False,1461,['ORLISTAT 50 PELLETS'],1,ORLISTAT 50 PELLETS
LKE25335020,ORNISPAR EXPORT,ORNITHINE ASPARTATE,INJEKSI,"DUS, 5 AMPUL @ 10 ML",NOVELL PHARMACEUTICAL LABORATORIES - Indonesia,NOVELL PHARMACEUTICAL LABORATORIES,Indonesia,2025-08-29,2030-08-29,Berlaku,Lisensi - Khusus Ekspor,Khusus Ekspor,Lokal/Lainnya,1,5.0,False,1546,['ORNITHINE ASPARTATE'],1,ORNITHINE ASPARTATE
DKL1021638437A1,OROXIN,OXOMEMAZINE HYDROCHLORIDE. GUAIFENESIN,"SIRUP; 33,3 MG","DUS, 1 BOTOL PLASTIK @ 60 ML",PHAROS INDONESIA - Indonesia,PHAROS INDONESIA,Indonesia,2023-01-31,2027-06-22,Berlaku,Obat Keras - Lokal,Obat Keras,Lokal/Lainnya,1,4.4,False,382,['OXOMEMAZINE HYDROCHLORIDE. GUAIFENESIN'],1,OXOMEMAZINE HYDROCHLORIDE. GUAIFENESIN
DTL2630710810A1,OSKADON COUGH & COLD,GUAIFENESIN | NOSCAPINE | PARACETAMOL | PHENYLEPHRINE HYDROCHLORIDE,TABLET,"DUS, 25 CATCH COVER @ 1 STRIP @ 4 TABLET",SUPRA FERBINDO FARMA - Indonesia,SUPRA FERBINDO FARMA,Indonesia,2026-01-13,2031-01-13,Berlaku,Obat Bebas Terbatas - Lokal,Obat Bebas Terbatas,Lokal/Lainnya,4,5.0,False,1683,"['GUAIFENESIN', 'NOSCAPINE', 'PARACETAMOL', 'PHENYLEPHRINE HYDROCHLORIDE']",1,GUAIFENESIN | NOSCAPINE | PARACETAMOL | PHENYLEPHRINE HYDROCHLORIDE
DTL1030705210A1,OSKADON EXTRA,IBUPROFEN. CAFFEINE. PARACETAMOL,TABLET; 200 MG /50 MG /350 MG,"DUS, 25 CATCH COVER @ 1 STRIP @ 4 TABLET ;; CATCH COVER @ 1 STRIP @ 4 TABLET",SUPRA FERBINDO FARMA - Indonesia,SUPRA FERBINDO FARMA,Indonesia,2020-09-22,2025-09-22,Berlaku,Obat Bebas Terbatas - Lokal,Obat Bebas Terbatas,Lokal/Lainnya,1,5.0,True,-256,['IBUPROFEN. CAFFEINE. PARACETAMOL'],2,IBUPROFEN. CAFFEINE. PARACETAMOL
DTL2530710710A1,OSKADON FLU & BATUK,DEXTROMETHORPHAN HYDROBROMIDE | GUAIFENESIN | PARACETAMOL | PHENYLEPHRINE HYDROCHLORIDE,TABLET,"DUS, 25 CATCH COVER @ 1 STRIP @ 4 TABLET",SUPRA FERBINDO FARMA - Indonesia,SUPRA FERBINDO FARMA,Indonesia,2025-11-05,2030-11-05,Berlaku,Obat Bebas Terbatas - Lokal,Obat Bebas Terbatas,Lokal/Lainnya,4,5.0,False,1614,"['DEXTROMETHORPHAN HYDROBROMIDE', 'GUAIFENESIN', 'PARACETAMOL', 'PHENYLEPHRINE HYDROCHLORIDE']",1,DEXTROMETHORPHAN HYDROBROMIDE | GUAIFENESIN | PARACETAMOL | PHENYLEPHRINE HYDROCHLORIDE
DTL0830703910A1,OSKADON MIGRA,CAFFEINE | PARACETAMOL | PROPYPHENAZONE,TABLET,"DUS, 25 CATCH COVER @ 1 STRIP @ 4 TABLET",SUPRA FERBINDO FARMA - Indonesia,SUPRA FERBINDO FARMA,Indonesia,2024-11-04,2029-10-22,Berlaku,Obat Bebas Terbatas - Lokal,Obat Bebas Terbatas,Lokal/Lainnya,0,5.0,False,1235,[],1,CAFFEINE  PARACETAMOL  PROPYPHENAZONE
DTL2430710417A1,OSKADON SP NEURO,IBUPROFEN. THIAMINE MONONITRATE. PYRIDOXINE HYDROCHLORIDE. CYANOCOBALAMIN,TABLET SALUT SELAPUT; 200 MG /50 MG /100 MG /100 MCG,"DUS, 25 CATCH COVER @ 1 STRIP @ 4 TABLET SALUT SELAPUT",SUPRA FERBINDO FARMA - Indonesia,SUPRA FERBINDO FARMA,Indonesia,2024-06-30,2029-06-30,Berlaku,Obat Bebas Terbatas - Lokal,Obat Bebas Terbatas,Lokal/Lainnya,1,5.0,False,1121,['IBUPROFEN. THIAMINE MONONITRATE. PYRIDOXINE HYDROCHLORIDE. CYANOCOBALAMIN'],1,IBUPROFEN. THIAMINE MONONITRATE. PYRIDOXINE HYDROCHLORIDE. CYANOCOBALAMIN
DTL2030709837A1,OSKADRYL BATUK EXTRA RASA PEPPERMINT,CHLORPHENAMINE MALEATE | DIPHENHYDRAMINE HYDROCHLORIDE | GUAIFENESIN | PHENYLEPHRINE HYDROCHLORIDE,SIRUP,"DUS, 1 BOTOL PLASTIK @ 60 ML",SUPRA FERBINDO FARMA - Indonesia,SUPRA FERBINDO FARMA,Indonesia,2026-04-20,2031-04-20,Berlaku,Obat Bebas Terbatas - Lokal,Obat Bebas Terbatas,Lokal/Lainnya,4,5.0,False,1780,"['CHLORPHENAMINE MALEATE', 'DIPHENHYDRAMINE HYDROCHLORIDE', 'GUAIFENESIN', 'PHENYLEPHRINE HYDROCHLORIDE']",1,CHLORPHENAMINE MALEATE | DIPHENHYDRAMINE HYDROCHLORIDE | GUAIFENESIN | PHENYLEPHRINE HYDROCHLORIDE
DTL1530708610A1,OSKADRYL EXTRA,CHLORPHENAMINE MALEATE | DEXTROMETHORPHAN HYDROBROMIDE | GUAIFENESIN | PHENYLEPHRINE HYDROCHLORIDE,TABLET,"CATCHCOVER @ 1 STRIP @ 4 TABLET ;; DUS, 25 CATCHCOVER @ 1 STRIP @ 4 TABLET",SUPRA FERBINDO FARMA - Indonesia,SUPRA FERBINDO FARMA,Indonesia,2025-11-27,2030-11-27,Berlaku,Obat Bebas Terbatas - Lokal,Obat Bebas Terbatas,Lokal/Lainnya,4,5.0,False,1636,"['CHLORPHENAMINE MALEATE', 'DEXTROMETHORPHAN HYDROBROMIDE', 'GUAIFENESIN', 'PHENYLEPHRINE HYDROCHLORIDE']",2,CHLORPHENAMINE MALEATE | DEXTROMETHORPHAN HYDROBROMIDE | GUAIFENESIN | PHENYLEPHRINE HYDROCHLORIDE
DTL2130709910A1,OSKADRYL NC,NOSCAPINE | PHENYLEPHRINE HYDROCHLORIDE,TABLET,"CATCH COVER @ 1 STRIP @ 4 TABLET ;; DUS, 25 CATCH COVER @ 1 STRIP @ 4 TABLET",SUPRA FERBINDO FARMA - Indonesia,SUPRA FERBINDO FARMA,Indonesia,2021-10-01,2026-10-01,Berlaku,Obat Bebas Terbatas - Lokal,Obat Bebas Terbatas,Lokal/Lainnya,2,5.0,False,118,"['NOSCAPINE', 'PHENYLEPHRINE HYDROCHLORIDE']",2,NOSCAPINE | PHENYLEPHRINE HYDROCHLORIDE
DTL1530708310A1,OSKADRYL PE,DEXTROMETHORPHAN HYDROBROMIDE | PHENYLEPHRINE HYDROCHLORIDE,TABLET,"CATCH COVER @ 1 STRIP @ 4 TABLET ;; DUS, 25 CATCH COVER @ 1 STRIP @ 4 TABLET ;; DUS, 25 CATCHCOVER @ 1 STRIP @ 4 TABLET",SUPRA FERBINDO FARMA - Indonesia,SUPRA FERBINDO FARMA,Indonesia,2025-08-11,2030-08-11,Berlaku,Obat Bebas Terbatas - Lokal,Obat Bebas Terbatas,Lokal/Lainnya,2,5.0,False,1528,"['DEXTROMETHORPHAN HYDROBROMIDE', 'PHENYLEPHRINE HYDROCHLORIDE']",3,DEXTROMETHORPHAN HYDROBROMIDE | PHENYLEPHRINE HYDROCHLORIDE
DKL0005029509A1,OSSORAL 800,OSSEIN HYDROXYAPATITE COMPOUND,KAPLET SALUT SELAPUT,"DUS, 5 BLISTER @ 10 KAPLET SALUT SELAPUT ;; DUS,6 BLS @ 10 CAPTABS",DEXA MEDICA - Indonesia,DEXA MEDICA,Indonesia,2025-02-23,2029-12-16,Berlaku,Obat Keras - Lokal,Obat Keras,Lokal/Lainnya,1,4.8,False,1290,['OSSEIN HYDROXYAPATITE COMPOUND'],2,OSSEIN HYDROXYAPATITE COMPOUND
DKL1411643509A1,OSTEONATE OAW,RISEDRONATE SODIUM HEMIPENTAHYDRATE,KAPLET SALUT SELAPUT,"DUS, 1 STRIP @ 4 KAPLET SALUT SELAPUT",KALBE FARMA - Indonesia,KALBE FARMA,Indonesia,2025-12-12,2030-12-12,Berlaku,Obat Keras - Lokal,Obat Keras,Lokal/Lainnya,1,5.0,False,1651,['RISEDRONATE SODIUM HEMIPENTAHYDRATE'],1,RISEDRONATE SODIUM HEMIPENTAHYDRATE
DKL0233507202A1,OSTOVEL,CALCITRIOL,KAPSUL LUNAK,"DUS, 1 BOTOL PLASTIK @ 30 KAPSUL LUNAK ;; DUS, 1 BOTOL @ 30 KAPSUL LUNAK",NOVELL PHARMACEUTICAL LABORATORIES - Indonesia,NOVELL PHARMACEUTICAL LABORATORIES,Indonesia,2026-04-12,2031-04-12,Berlaku,Obat Keras - Lokal,Obat Keras,Lokal/Lainnya,1,5.0,False,1772,['CALCITRIOL'],2,CALCITRIOL
DKL0922246148A1,OTILON,FLUDROCORTISONE ACETATE | LIDOCAINE HYDROCHLORIDE | NEOMYCIN SULFATE | POLYMYXIN B SULFATE,TETES TELINGA,"DUS, 1 BOTOL @ 8 ML",SANBE FARMA - Indonesia,SANBE FARMA,Indonesia,2025-09-08,2029-11-15,Berlaku,Obat Keras - Lokal,Obat Keras,Lokal/Lainnya,4,4.2,False,1259,"['FLUDROCORTISONE ACETATE', 'LIDOCAINE HYDROCHLORIDE', 'NEOMYCIN SULFATE', 'POLYMYXIN B SULFATE']",1,FLUDROCORTISONE ACETATE | LIDOCAINE HYDROCHLORIDE | NEOMYCIN SULFATE | POLYMYXIN B SULFATE
DKL7217617148A1,OTOPAIN,POLYMYXIN B SULFATE. NEOMYCIN SULFATE. FLUDROCORTISONE ACETATE. LIDOCAINE HYDROCHLORIDE,TETES TELINGA; 10000 IU /5 MG /1 MG /40 MG,"DUS, 1 BOTOL @ 8 ML",INTERBAT - Indonesia,INTERBAT,Indonesia,2022-04-05,2027-04-05,Berlaku,Obat Keras - Lokal,Obat Keras,Lokal/Lainnya,1,5.0,False,304,['POLYMYXIN B SULFATE. NEOMYCIN SULFATE. FLUDROCORTISONE ACETATE. LIDOCAINE HYDROCHLORIDE'],1,POLYMYXIN B SULFATE. NEOMYCIN SULFATE. FLUDROCORTISONE ACETATE. LIDOCAINE HYDROCHLORIDE
DKL1706318248A1,OTOZAMBON,NEOMYCIN SULFATE. BETAMETHASONE. POLYMYXIN B SULFATE. LIDOCAINE HYDROCHLORIDE,TETES TELINGA; 3390 IU /1 MG /10000 IU /40 MG,"DUS, 1 BOTOL PLASTIK @ 8 ML",ERLANGGA EDI LABORATORIES (ERELA) - Indonesia,ERLANGGA EDI LABORATORIES (ERELA),Indonesia,2024-02-28,2029-02-28,Berlaku,Obat Keras - Lokal,Obat Keras,Lokal/Lainnya,1,5.0,False,999,['NEOMYCIN SULFATE. BETAMETHASONE. POLYMYXIN B SULFATE. LIDOCAINE HYDROCHLORIDE'],1,NEOMYCIN SULFATE. BETAMETHASONE. POLYMYXIN B SULFATE. LIDOCAINE HYDROCHLORIDE
DKL0318706249A2,OTSU - RD5,SODIUM CHLORIDE. POTASSIUM CHLORIDE. CALCIUM CHLORIDE DIHYDRATE. DEXTROSE MONOHYDRATE,"INFUS; 4,3 G /0,15 G /0,165 G /25 G",SOFTBAG @ 500 ML,OTSUKA INDONESIA - Indonesia,OTSUKA INDONESIA,Indonesia,2024-09-17,2029-09-17,Berlaku,Obat Keras - Lokal,Obat Keras,Lokal/Lainnya,1,5.0,False,1200,['SODIUM CHLORIDE. POTASSIUM CHLORIDE. CALCIUM CHLORIDE DIHYDRATE. DEXTROSE MONOHYDRATE'],1,SODIUM CHLORIDE. POTASSIUM CHLORIDE. CALCIUM CHLORIDE DIHYDRATE. DEXTROSE MONOHYDRATE
DKL0318706249A1,OTSU - RD5,DEXTROSE MONOHYDRATE. CALCIUM CHLORIDE DIHYDRATE. POTASSIUM CHLORIDE. SODIUM CHLORIDE,"INFUS; 25 G /0,165 G /0.15 G /4,3 G",BOTOL PLASTIK @ 500 ML,OTSUKA INDONESIA - Indonesia,OTSUKA INDONESIA,Indonesia,2023-10-07,2028-10-07,Berlaku,Obat Keras - Lokal,Obat Keras,Lokal/Lainnya,1,5.0,False,855,['DEXTROSE MONOHYDRATE. CALCIUM CHLORIDE DIHYDRATE. POTASSIUM CHLORIDE. SODIUM CHLORIDE'],1,DEXTROSE MONOHYDRATE. CALCIUM CHLORIDE DIHYDRATE. POTASSIUM CHLORIDE. SODIUM CHLORIDE
DKL9818705249A2,OTSU - RL,CALCIUM CHLORIDE DIHYDRATE. POTASSIUM CHLORIDE. SODIUM CHLORIDE. SODIUM LACTATE,"INFUS; 0,1 G /0,15 G /3 G /1,55 G",SOFTBAG @ 500 ML,OTSUKA INDONESIA - Indonesia,OTSUKA INDONESIA,Indonesia,2023-09-26,2028-09-26,Berlaku,Obat Keras - Lokal,Obat Keras,Lokal/Lainnya,1,5.0,False,844,['CALCIUM CHLORIDE DIHYDRATE. POTASSIUM CHLORIDE. SODIUM CHLORIDE. SODIUM LACTATE'],1,CALCIUM CHLORIDE DIHYDRATE. POTASSIUM CHLORIDE. SODIUM CHLORIDE. SODIUM LACTATE
DKL9818705249A1,OTSU - RL,POTASSIUM CHLORIDE. SODIUM LACTATE. SODIUM CHLORIDE. CALCIUM CHLORIDE DIHYDRATE,"INFUS; 0,15 G /1,55 G /3 G /0,10 g",BOTOL PLASTIK @ 500 ML,OTSUKA INDONESIA - Indonesia,OTSUKA INDONESIA,Indonesia,2023-10-01,2027-06-29,Berlaku,Obat Keras - Lokal,Obat Keras,Lokal/Lainnya,1,3.7,False,389,['POTASSIUM CHLORIDE. SODIUM LACTATE. SODIUM CHLORIDE. CALCIUM CHLORIDE DIHYDRATE'],1,POTASSIUM CHLORIDE. SODIUM LACTATE. SODIUM CHLORIDE. CALCIUM CHLORIDE DIHYDRATE
DKL0318700849A1,OTSU - RL D5,CALCIUM CHLORIDE DIHYDRATE | DEXTROSE MONOHYDRATE | POTASSIUM CHLORIDE | SODIUM CHLORIDE | SODIUM LACTATE,INFUS,BOTOL PLASTIK @ 500 ML,OTSUKA INDONESIA - Indonesia,OTSUKA INDONESIA,Indonesia,2025-11-29,2030-11-29,Berlaku,Obat Keras - Lokal,Obat Keras,Lokal/Lainnya,5,5.0,False,1638,"['CALCIUM CHLORIDE DIHYDRATE', 'DEXTROSE MONOHYDRATE', 'POTASSIUM CHLORIDE', 'SODIUM CHLORIDE', 'SODIUM LACTATE']",1,CALCIUM CHLORIDE DIHYDRATE | DEXTROSE MONOHYDRATE | POTASSIUM CHLORIDE | SODIUM CHLORIDE | SODIUM LACTATE
DKL0318706549A1,OTSU - RS,CALCIUM CHLORIDE DIHYDRATE. POTASSIUM CHLORIDE. SODIUM CHLORIDE,INFUS,BOTOL PLASTIK @ 500 ML,OTSUKA INDONESIA - Indonesia,OTSUKA INDONESIA,Indonesia,2023-11-25,2028-11-25,Berlaku,Obat Keras - Lokal,Obat Keras,Lokal/Lainnya,0,5.0,False,904,[],1,CALCIUM CHLORIDE DIHYDRATE. POTASSIUM CHLORIDE. SODIUM CHLORIDE
DKL0018705749A1,OTSUTRAN - 40,SODIUM CHLORIDE. CALCIUM CHLORIDE DIHYDRATE. POTASSIUM CHLORIDE. SODIUM LACTATE. DEXTRAN 40,INFUS; 3.00 G /0.10 G /0.15 G /1.55 G /50.00 G,BOTOL PLASTIK @ 500 ML,OTSUKA INDONESIA - Indonesia,OTSUKA INDONESIA,Indonesia,2021-10-21,2026-10-21,Berlaku,Obat Keras - Lokal,Obat Keras,Lokal/Lainnya,1,5.0,False,138,['SODIUM CHLORIDE. CALCIUM CHLORIDE DIHYDRATE. POTASSIUM CHLORIDE. SODIUM LACTATE. DEXTRAN 40'],1,SODIUM CHLORIDE. CALCIUM CHLORIDE DIHYDRATE. POTASSIUM CHLORIDE. SODIUM LACTATE. DEXTRAN 40
DKI1837200252A1,OVESTIN,ESTRIOL,VAGINAL CREAM,"DUS, TUBE @ 15 GRAM + APLIKATOR ;; DUS, TUBE @ 15 GRAM + aplikator",SYDNA FARMA - Indonesia,SYDNA FARMA,Indonesia,2024-10-29,2029-07-22,Berlaku,Obat Keras - Impor,Obat Keras,Impor,0,4.7,False,1143,[],2,ESTRIOL
DKL0904426629A1,OVISKIN-N,BETAMETHASONE VALERATE | NEOMYCIN SULFATE,KRIM,"DUS, 1 TUBE @ 5 GRAM",DANKOS FARMA - Indonesia,DANKOS FARMA,Indonesia,2026-04-12,2031-04-12,Berlaku,Obat Keras - Lokal,Obat Keras,Lokal/Lainnya,2,5.0,False,1772,"['BETAMETHASONE VALERATE', 'NEOMYCIN SULFATE']",1,BETAMETHASONE VALERATE | NEOMYCIN SULFATE
DKL9804215109A1,OXAFLOX,PEFLOXACIN MESILATE DIHYDRATE,"KAPLET SALUT SELAPUT; 558,5 MG","DUS, 5 STRIP @ 6 KAPLET SALUT SELAPUT",CORONET CROWN - Indonesia,CORONET CROWN,Indonesia,2020-01-07,2025-01-07,Berlaku,Obat Keras - Lokal,Obat Keras,Lokal/Lainnya,1,5.0,True,-514,['PEFLOXACIN MESILATE DIHYDRATE'],1,PEFLOXACIN MESILATE DIHYDRATE
GKL2044300943A1,OXALIPLATIN,OXALIPLATIN,INJEKSI,"DUS, 1 VIAL @ 20 ML ;; DUS, 1 VIAL @ 10 ML",GLOBAL ONKOLAB FARMA - Indonesia,GLOBAL ONKOLAB FARMA,Indonesia,2025-08-01,2030-08-01,Berlaku,Obat Generik Keras - Lokal,Obat Keras,Lokal/Lainnya,1,5.0,False,1518,['OXALIPLATIN'],2,OXALIPLATIN
DKL9121611941A1,OXOFERIN,TETRACHLORODECAOXYGEN,"CAIRAN OBAT LUAR; 0,001037 %","DUS, 1 BOTOL PLASTIK @ 30 ML",PHAROS INDONESIA - Indonesia,PHAROS INDONESIA,Indonesia,2022-10-04,2027-03-03,Berlaku,Obat Keras - Lokal,Obat Keras,Lokal/Lainnya,1,4.4,False,271,['TETRACHLORODECAOXYGEN'],1,TETRACHLORODECAOXYGEN
DKL0815620537A2,OXORIL,GUAIFENESIN | OXOMEMAZINE HYDROCHLORIDE,SIRUP,"DUS, 1 BOTOL PLASTIK @ 60 ML",MEPROFARM - Indonesia,MEPROFARM,Indonesia,2026-04-21,2031-04-21,Berlaku,Obat Keras - Lokal,Obat Keras,Lokal/Lainnya,2,5.0,False,1781,"['GUAIFENESIN', 'OXOMEMAZINE HYDROCHLORIDE']",1,GUAIFENESIN | OXOMEMAZINE HYDROCHLORIDE
DKL9308001010A1,OXTIN,OXATOMIDE,TABLET; 30 mg,"DUS, 5 STRIP @ 10 TABLET",GUARDIAN PHARMATAMA - Indonesia,GUARDIAN PHARMATAMA,Indonesia,2022-01-25,2027-01-25,Berlaku,Obat Keras - Lokal,Obat Keras,Lokal/Lainnya,1,5.0,False,234,['OXATOMIDE'],1,OXATOMIDE
DBL2443200289A1,OXYCAN (AROMA MINT ),OXYGEN,GAS,KALENG  600 CC,SAMATOR PHARMACEUTICAL - Indonesia,SAMATOR PHARMACEUTICAL,Indonesia,2024-10-24,2029-10-24,Berlaku,Obat Bebas - Lokal,Obat Bebas,Lokal/Lainnya,1,5.0,False,1237,['OXYGEN'],1,OXYGEN
DNI1643400114A1,OXYNEO,OXYCODONE HYDROCHLORIDE,TABLET PELEPASAN LAMBAT; 10.0 MG,"DUS, 2 BLISTER @ 14 TABLET PELEPASAN LAMBAT",KIMIA FARMA Tbk. - Indonesia,KIMIA FARMA Tbk.,Indonesia,2021-07-29,2026-07-29,Berlaku,Narkotika - Impor,Narkotika,Impor,1,5.0,False,54,['OXYCODONE HYDROCHLORIDE'],1,OXYCODONE HYDROCHLORIDE
GKL2506323731A1,OXYTETRACYCLINE HYDROCHLORIDE,OXYTETRACYCLINE HYDROCHLORIDE,SALEP MATA,"DUS, 1 TUBE @ 3,5 G",ERLANGGA EDI LABORATORIES (ERELA) - Indonesia,ERLANGGA EDI LABORATORIES (ERELA),Indonesia,2025-09-12,2030-09-12,Berlaku,Obat Generik Keras - Lokal,Obat Keras,Lokal/Lainnya,1,5.0,False,1560,['OXYTETRACYCLINE HYDROCHLORIDE'],1,OXYTETRACYCLINE HYDROCHLORIDE
