Nomor Registrasi,Nama Produk,Komposisi,Bentuk Sediaan,Kemasan,Pendaftar,Perusahaan,Negara_Asal,Tanggal Terbit,Masa Berlaku s/d,Status,Kategori_Obat,Golongan_Obat,Asal_Obat,Jumlah_Zat_Aktif,Durasi_Registrasi_Tahun,Sudah_Kedaluwarsa,Sisa_Hari_Berlaku,List_Zat_Aktif,Jumlah_Varian_Kemasan,Komposisi_Normalized
DKL9830905929A1,BEVALEX,NEOMYCIN SULFATE. BETAMETHASONE VALERATE,"KRIM; 5 MG /1,21 MG","DUS, 1 TUBE @ 5 GRAM",MOLEX AYUS - Indonesia,MOLEX AYUS,Indonesia,2024-02-07,2027-12-31,Berlaku,Obat Keras - Lokal,Obat Keras,Lokal/Lainnya,1,3.9,False,574,['NEOMYCIN SULFATE. BETAMETHASONE VALERATE'],1,NEOMYCIN SULFATE. BETAMETHASONE VALERATE
DKI2304900368A1,BEVESPI AEROSPHERE,FORMOTEROL FUMARATE DIHYDRATE. GLYCOPYRRONIUM BROMIDE,SUSPENSI INHALASI (PRESSURED METERED DOSE INHALER/PMDI); 5.0 MCG /9 MCG,"DUS, 1 INHALER @ 120 ACTUATIONS",ASTRAZENECA INDONESIA - Indonesia,ASTRAZENECA INDONESIA,Indonesia,2023-09-21,2028-09-21,Berlaku,Obat Keras - Impor,Obat Keras,Impor,1,5.0,False,839,['FORMOTEROL FUMARATE DIHYDRATE. GLYCOPYRRONIUM BROMIDE'],1,FORMOTEROL FUMARATE DIHYDRATE. GLYCOPYRRONIUM BROMIDE
DKL1618708449A1,BFLUID,ACETYLCYSTEINE. GLYCINE. ALANINE. L-ARGININE. ASPARTIC ACID. GLUTAMIC ACID. HISTIDINE. ISOLEUCINE. LEUCINE. LYSINE HYDROCHLORIDE. METHIONINE. PHENYLALANINE. PROLINE. SERINE. THREONINE. TRYPTOPHAN. TYROSINE. VALINE. DIBASIC POTASSIUM PHOSPHATE. DIBASIC SOD,"INFUS; 0,404 G /1,770 G /2,400 G /3,150 G /0,300 G /0,300 G /1,500 G /2,400 G /4,200 G /3,930 G /1,170 G /2",DOUBLE SOFTBAG @ 1000 ML ;; DOUBLE SOFTBAG @ 500 ML,OTSUKA INDONESIA - Indonesia,OTSUKA INDONESIA,Indonesia,2022-04-05,2027-04-05,Berlaku,Obat Keras - Lokal,Obat Keras,Lokal/Lainnya,1,5.0,False,304,['ACETYLCYSTEINE. GLYCINE. ALANINE. L-ARGININE. ASPARTIC ACID. GLUTAMIC ACID. HISTIDINE. ISOLEUCINE. LEUCINE. LYSINE HYDROCHLORIDE. METHIONINE. PHENYLALANINE. PROLINE. SERINE. THREONINE. TRYPTOPHAN. TYROSINE. VALINE. DIBASIC POTASSIUM PHOSPHATE. DIBASIC SOD'],2,ACETYLCYSTEINE. GLYCINE. ALANINE. L-ARGININE. ASPARTIC ACID. GLUTAMIC ACID. HISTIDINE. ISOLEUCINE. LEUCINE. LYSINE HYDROCHLORIDE. METHIONINE. PHENYLALANINE. PROLINE. SERINE. THREONINE. TRYPTOPHAN. TYROSINE. VALINE. DIBASIC POTASSIUM PHOSPHATE. DIBASIC SOD
DKL9822215209B1,BICROLID 500,CLARITHROMYCIN,KAPLET SALUT SELAPUT,"DUS, 3 STRIP @ 10 KAPLET SALUT SELAPUT",SANBE FARMA - Indonesia,SANBE FARMA,Indonesia,2025-12-09,2030-12-09,Berlaku,Obat Keras - Lokal,Obat Keras,Lokal/Lainnya,1,5.0,False,1648,['CLARITHROMYCIN'],1,CLARITHROMYCIN
DKL0202905843A1,BIO - TT,TETANUS TOXOID,INJEKSI,"DUS, 10 AMPUL @ 1 DOSIS (0,5 ML)",BIO FARMA - Indonesia,BIO FARMA,Indonesia,2024-12-27,2029-12-27,Berlaku,Obat Keras - Lokal,Obat Keras,Lokal/Lainnya,1,5.0,False,1301,['TETANUS TOXOID'],1,TETANUS TOXOID
DKL8719906617A1,BIO ATP,THIAMINE DISULFIDE. ADENOSINE TRIPHOSPHATE DISODIUM. PYRIDOXINE HYDROCHLORIDE. DL-ALPHA-TOCOPHERYL ACETATE. CYANOCOBALAMIN,TABLET SALUT SELAPUT; 100 MG /20 MG /200 MG /30 MG /200 MCG,"DUS, 10 STRIP @ 10 TABLET SALUT SELAPUT",PHAPROS Tbk - Indonesia,PHAPROS Tbk,Indonesia,2024-01-27,2027-12-31,Berlaku,Obat Keras - Lokal,Obat Keras,Lokal/Lainnya,1,3.9,False,574,['THIAMINE DISULFIDE. ADENOSINE TRIPHOSPHATE DISODIUM. PYRIDOXINE HYDROCHLORIDE. DL-ALPHA-TOCOPHERYL ACETATE. CYANOCOBALAMIN'],1,THIAMINE DISULFIDE. ADENOSINE TRIPHOSPHATE DISODIUM. PYRIDOXINE HYDROCHLORIDE. DL-ALPHA-TOCOPHERYL ACETATE. CYANOCOBALAMIN
DKI2056800143A1,BIO PPD,TUBERCULIN PURIFIED PROTEIN DERIVATIVE,INJEKSI,"DUS, 5 AMPUL @ 1 ML (10 DOSIS)",BIO FARMA - Indonesia,BIO FARMA,Indonesia,2025-12-30,2030-12-08,Berlaku,Obat Keras - Impor,Obat Keras,Impor,1,4.9,False,1647,['TUBERCULIN PURIFIED PROTEIN DERIVATIVE'],1,TUBERCULIN PURIFIED PROTEIN DERIVATIVE
DKI2240300543A1,BIO-PCV,PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 14 CONJUGATED TO CRM197 PROTEIN | PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 19A CONJUGATED TO CRM197 PROTEIN | PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 19F CONJUGATED TO CRM197 PROTEIN | PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 1 CONJUGATED TO CRM197 PROTEIN | PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 23F CONJUGATED TO CRM197 PROTEIN | PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 5 CONJUGATED TO CRM197 PROTEIN | PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 6A CONJUGATED TO CRM197 PROTEIN | PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 6B CONJUGATED TO CRM197 PROTEIN | PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 7F CONJUGATED TO CRM197 PROTEIN | PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 9V CONJUGATED TO CRM197 PROTEIN,SUSPENSI INJEKSI,"DUS, 50 VIAL  @ 5 DOSIS (2,5 ML) ;; DUS, 1 VIAL @ 1 DOSIS (0,5 ML)",BIO FARMA - Indonesia,BIO FARMA,Indonesia,2022-06-16,2027-04-23,Berlaku,Obat Keras - Impor,Obat Keras,Impor,10,4.9,False,322,"['PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 14 CONJUGATED TO CRM197 PROTEIN', 'PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 19A CONJUGATED TO CRM197 PROTEIN', 'PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 19F CONJUGATED TO CRM197 PROTEIN', 'PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 1 CONJUGATED TO CRM197 PROTEIN', 'PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 23F CONJUGATED TO CRM197 PROTEIN', 'PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 5 CONJUGATED TO CRM197 PROTEIN', 'PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 6A CONJUGATED TO CRM197 PROTEIN', 'PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 6B CONJUGATED TO CRM197 PROTEIN', 'PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 7F CONJUGATED TO CRM197 PROTEIN', 'PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 9V CONJUGATED TO CRM197 PROTEIN']",2,PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 1 CONJUGATED TO CRM197 PROTEIN | PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 14 CONJUGATED TO CRM197 PROTEIN | PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 19A CONJUGATED TO CRM197 PROTEIN | PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 19F CONJUGATED TO CRM197 PROTEIN | PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 23F CONJUGATED TO CRM197 PROTEIN | PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 5 CONJUGATED TO CRM197 PROTEIN | PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 6A CONJUGATED TO CRM197 PROTEIN | PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 6B CONJUGATED TO CRM197 PROTEIN | PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 7F CONJUGATED TO CRM197 PROTEIN | PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 9V CONJUGATED TO CRM197 PROTEIN
DKL2302908143A1,BIO-TCV,TYPHOID VI POLYSACCHARIDE CONJUGATED TO DIPHTHERIA TOXOID,INJEKSI,"DUS, 1 VIAL @ 5 DOSIS (2.5 ML) ;; DUS, 10 VIAL @ 5 DOSIS (2.5 ML) ;; DUS, 10 VIAL @ 10 DOSIS (5 ML)",BIO FARMA - Indonesia,BIO FARMA,Indonesia,2023-10-08,2028-08-20,Berlaku,Obat Keras - Lokal,Obat Keras,Lokal/Lainnya,1,4.9,False,807,['TYPHOID VI POLYSACCHARIDE CONJUGATED TO DIPHTHERIA TOXOID'],3,TYPHOID VI POLYSACCHARIDE CONJUGATED TO DIPHTHERIA TOXOID
DKL0515618943A1,BIOCOMBIN 5000,PYRIDOXINE HYDROCHLORIDE. THIAMINE HYDROCHLORIDE. CYANOCOBALAMIN,INJEKSI; 100 MG /100 MG /5000 MCG,"DUS, 20 AMPUL @ 3 ML ;; DUS, 10 AMPUL @ 3 ML",MEPROFARM - Indonesia,MEPROFARM,Indonesia,2020-01-13,2025-01-13,Berlaku,Obat Keras - Lokal,Obat Keras,Lokal/Lainnya,1,5.0,True,-508,['PYRIDOXINE HYDROCHLORIDE. THIAMINE HYDROCHLORIDE. CYANOCOBALAMIN'],2,PYRIDOXINE HYDROCHLORIDE. THIAMINE HYDROCHLORIDE. CYANOCOBALAMIN
DKL9714809229A1,BIOCORT,BETAMETHASONE VALERATE. GENTAMICIN SULFATE,KRIM,"DUS, 1 TUBE @ 5 GRAM ;; DUS, 1 TUBE @ 10 GRAM",MEDIKON PRIMA LABORATORIES - Indonesia,MEDIKON PRIMA LABORATORIES,Indonesia,2023-03-29,2028-03-05,Berlaku,Obat Keras - Lokal,Obat Keras,Lokal/Lainnya,0,4.9,False,639,[],2,BETAMETHASONE VALERATE. GENTAMICIN SULFATE
DBL7615808729A1,BIOCREAM,"PARAFFIN, LIQUID",KRIM,"DUS, 1 TUBE @ 20 G",MERCK TBK - Indonesia,MERCK TBK,Indonesia,2024-12-30,2029-12-30,Berlaku,Obat Bebas - Lokal,Obat Bebas,Lokal/Lainnya,0,5.0,False,1304,[],1,"PARAFFIN, LIQUID"
LKE18147055,BIOFLU FORTE,PARACETAMOL. PHENYLEPHRINE HYDROCHLORIDE. CHLORPHENAMINE MALEATE,KAPSUL; 500 mg /10 mg /4 mg,"DUS, 25 STRIP @ 4 KAPSUL",MEDIFARMA LABORATORIES - Indonesia,MEDIFARMA LABORATORIES,Indonesia,2023-03-10,2028-03-10,Berlaku (Khusus Ekspor),Lisensi - Khusus Ekspor,Khusus Ekspor,Lokal/Lainnya,1,5.0,False,644,['PARACETAMOL. PHENYLEPHRINE HYDROCHLORIDE. CHLORPHENAMINE MALEATE'],1,PARACETAMOL. PHENYLEPHRINE HYDROCHLORIDE. CHLORPHENAMINE MALEATE
DKL7211638828A1,BIOPLACENTON,PLACENTA EXTRACT. NEOMYCIN SULFATE,GEL; 10 % /0.5 %,"DUS, 1 TUBE @ 15 G",KALBE FARMA - Indonesia,KALBE FARMA,Indonesia,2023-03-24,2028-03-24,Berlaku,Obat Keras - Lokal,Obat Keras,Lokal/Lainnya,1,5.0,False,658,['PLACENTA EXTRACT. NEOMYCIN SULFATE'],1,PLACENTA EXTRACT. NEOMYCIN SULFATE
DKI1631600617A1,BIOPREXUM,PERINDOPRIL ARGININE,TABLET SALUT SELAPUT; 5 MG,"DUS, 1 BOTOL PLASTIK @ 30 TABLET SALUT SELAPUT",DARYA-VARIA LABORATORIA TBK - Indonesia,DARYA-VARIA LABORATORIA TBK,Indonesia,2024-03-01,2029-03-01,Berlaku,Obat Keras - Impor,Obat Keras,Impor,1,5.0,False,1000,['PERINDOPRIL ARGININE'],1,PERINDOPRIL ARGININE
DKI1631600517A1,BIOPREXUM PLUS,INDAPAMIDE | PERINDOPRIL ARGININE,TABLET SALUT SELAPUT,"DUS, 1 BOTOL PLASTIK @ 30 TABLET SALUT SELAPUT ;; DUS, BOTOL PLASTIK @ 30 TABLET SALUT SELAPUT",DARYA-VARIA LABORATORIA TBK - Indonesia,DARYA-VARIA LABORATORIA TBK,Indonesia,2025-11-06,2030-11-06,Berlaku,Obat Keras - Impor,Obat Keras,Impor,2,5.0,False,1615,"['INDAPAMIDE', 'PERINDOPRIL ARGININE']",2,INDAPAMIDE | PERINDOPRIL ARGININE
DKL7219907943A1,BIORON,CYANOCOBALAMIN | LIDOCAINE HYDROCHLORIDE | PYRIDOXINE HYDROCHLORIDE | THIAMINE HYDROCHLORIDE,CAIRAN INJEKSI;,"DUS, 5 AMPUL @ 3 ML",PHAPROS Tbk - Indonesia,PHAPROS Tbk,Indonesia,2019-05-07,2024-05-07,Berlaku,Obat Keras - Lokal,Obat Keras,Lokal/Lainnya,4,5.0,True,-759,"['CYANOCOBALAMIN', 'LIDOCAINE HYDROCHLORIDE', 'PYRIDOXINE HYDROCHLORIDE', 'THIAMINE HYDROCHLORIDE']",1,CYANOCOBALAMIN | LIDOCAINE HYDROCHLORIDE | PYRIDOXINE HYDROCHLORIDE | THIAMINE HYDROCHLORIDE
DKL1102906643A1,BIOSAT 1.5,EQUINE TETANUS ANTITOXIN,INJEKSI,"DUS, 10 AMPUL @ 1 ML",BIO FARMA - Indonesia,BIO FARMA,Indonesia,2025-12-09,2030-12-09,Berlaku,Obat Keras - Lokal,Obat Keras,Lokal/Lainnya,1,5.0,False,1648,['EQUINE TETANUS ANTITOXIN'],1,EQUINE TETANUS ANTITOXIN
DKL1102906543A1,BIOSAVE,ANCISTRODON RHODOSTOMA VENOM | BUNGARUS FASCIATUS VENOM | NAJA SPUTATRIX VENOM,LARUTAN INJEKSI,"DUS, 1 VIAL @ 5 ML",BIO FARMA - Indonesia,BIO FARMA,Indonesia,2025-09-12,2030-09-12,Berlaku,Obat Keras - Lokal,Obat Keras,Lokal/Lainnya,3,5.0,False,1560,"['ANCISTRODON RHODOSTOMA VENOM', 'BUNGARUS FASCIATUS VENOM', 'NAJA SPUTATRIX VENOM']",1,ANCISTRODON RHODOSTOMA VENOM | BUNGARUS FASCIATUS VENOM | NAJA SPUTATRIX VENOM
DKL0318818244A1,BIOXON,CEFTRIAXONE SODIUM,SERBUK INJEKSI,"DUS, 1 VIAL @ 1 G + 1 AMPUL PELARUT @ 10  ML",OTTO PHARMACEUTICAL INDUSTRIES - Indonesia,OTTO PHARMACEUTICAL INDUSTRIES,Indonesia,2026-03-29,2031-03-29,Berlaku,Obat Keras - Lokal,Obat Keras,Lokal/Lainnya,1,5.0,False,1758,['CEFTRIAXONE SODIUM'],1,CEFTRIAXONE SODIUM
GKL1502907036A1,BIVALENT ORAL POLIOMYELITIS VACCINE TYPES 1& 3,LIVE ATTENUATED POLIOMYELITIS VIRUS TYPE 1 (SABIN STRAIN) | LIVE ATTENUATED POLIOMYELITIS VIRUS TYPE 3 (SABIN STRAIN),DROPS,"DUS, 10 VIAL @ 1 ML (10 DOSIS) + DUS, 10 PENETES ;; DUS, 50 VIAL @ 20 DOSIS (2 ML) + DUS, 50 PENETES",BIO FARMA - Indonesia,BIO FARMA,Indonesia,2025-01-12,2030-01-12,Berlaku,Obat Generik Keras - Lokal,Obat Keras,Lokal/Lainnya,2,5.0,False,1317,"['LIVE ATTENUATED POLIOMYELITIS VIRUS TYPE 1 (SABIN STRAIN)', 'LIVE ATTENUATED POLIOMYELITIS VIRUS TYPE 3 (SABIN STRAIN)']",2,LIVE ATTENUATED POLIOMYELITIS VIRUS TYPE 1 SABIN STRAIN | LIVE ATTENUATED POLIOMYELITIS VIRUS TYPE 3 SABIN STRAIN
DKL0022231660A1,BLECIDEX,GRAMICIDIN. DEXAMETHASONE SODIUM METASULFOBENZOATE. FRAMYCETIN SULFATE,"TETES MATA DAN TELINGA; 0,05 MG /0,795 MG /5 MG","DUS, 1 BOTOL @ 5 ML",SANBE FARMA - Indonesia,SANBE FARMA,Indonesia,2024-06-01,2027-12-31,Berlaku,Obat Keras - Lokal,Obat Keras,Lokal/Lainnya,1,3.6,False,574,['GRAMICIDIN. DEXAMETHASONE SODIUM METASULFOBENZOATE. FRAMYCETIN SULFATE'],1,GRAMICIDIN. DEXAMETHASONE SODIUM METASULFOBENZOATE. FRAMYCETIN SULFATE
DKI0364200144B2,BLEOCIN,BLEOMYCIN HYDROCHLORIDE,SERBUK INJEKSI; 15 MG,"DUS, 10 VIAL @ 15 MG (BULK) ;; DUS,1 VIAL @ 15 MG",KALBE FARMA - Indonesia,KALBE FARMA,Indonesia,2023-06-15,2026-12-06,Berlaku,Obat Keras - Impor,Obat Keras,Impor,1,3.5,False,184,['BLEOMYCIN HYDROCHLORIDE'],2,BLEOMYCIN HYDROCHLORIDE
GKL2222262744A1,BLEOMYCIN SULFATE,BLEOMYCIN SULFATE,"SERBUK INJEKSI LIOFILISASI; 8,571 mg","DUS, 1 VIAL @ 15 U",SANBE FARMA - Indonesia,SANBE FARMA,Indonesia,2022-03-10,2027-03-10,Berlaku,Obat Generik Keras - Lokal,Obat Keras,Lokal/Lainnya,1,5.0,False,278,['BLEOMYCIN SULFATE'],1,BLEOMYCIN SULFATE
DKL9825101910A1,BLOPRESS,CANDESARTAN CILEXETIL,TABLET,"DUS, 2 BLISTER @ 7 TABLET",TAKEDA INDONESIA - Indonesia,TAKEDA INDONESIA,Indonesia,2026-03-31,2031-03-31,Berlaku,Obat Keras - Lokal,Obat Keras,Lokal/Lainnya,1,5.0,False,1760,['CANDESARTAN CILEXETIL'],1,CANDESARTAN CILEXETIL
DTL2022727937A2,BODREX BATUK,BROMHEXINE HYDROCHLORIDE | DEXTROMETHORPHAN HYDROBROMIDE | GUAIFENESIN,SIRUP,"DUS, 1 BOTOL PLASTIK @ 60ML",TEMPO SCAN PACIFIC Tbk - Indonesia,TEMPO SCAN PACIFIC Tbk,Indonesia,2020-09-01,2025-09-01,Berlaku,Obat Bebas Terbatas - Lokal,Obat Bebas Terbatas,Lokal/Lainnya,3,5.0,True,-277,"['BROMHEXINE HYDROCHLORIDE', 'DEXTROMETHORPHAN HYDROBROMIDE', 'GUAIFENESIN']",1,BROMHEXINE HYDROCHLORIDE | DEXTROMETHORPHAN HYDROBROMIDE | GUAIFENESIN
DTL1822726404A1,BODREX BATUK & PILEK,BROMHEXINE HYDROCHLORIDE | DEXTROMETHORPHAN HYDROBROMIDE | GUAIFENESIN | PHENYLEPHRINE HYDROCHLORIDE,KAPLET,"DUS, 25 BLISTER @ 4 KAPLET",TEMPO SCAN PACIFIC Tbk - Indonesia,TEMPO SCAN PACIFIC Tbk,Indonesia,2025-07-18,2030-07-18,Berlaku,Obat Bebas Terbatas - Lokal,Obat Bebas Terbatas,Lokal/Lainnya,4,5.0,False,1504,"['BROMHEXINE HYDROCHLORIDE', 'DEXTROMETHORPHAN HYDROBROMIDE', 'GUAIFENESIN', 'PHENYLEPHRINE HYDROCHLORIDE']",1,BROMHEXINE HYDROCHLORIDE | DEXTROMETHORPHAN HYDROBROMIDE | GUAIFENESIN | PHENYLEPHRINE HYDROCHLORIDE
DTL1622724804A1,BODREX COUGH & COLD NC,NOSCAPINE | PARACETAMOL | PHENYLEPHRINE HYDROCHLORIDE,KAPLET,"DUS, 25 BLISTER @ 4 KAPLET ;; BLISTER @ 4 KAPLET",TEMPO SCAN PACIFIC Tbk - Indonesia,TEMPO SCAN PACIFIC Tbk,Indonesia,2026-03-17,2031-03-11,Berlaku,Obat Bebas Terbatas - Lokal,Obat Bebas Terbatas,Lokal/Lainnya,3,5.0,False,1740,"['NOSCAPINE', 'PARACETAMOL', 'PHENYLEPHRINE HYDROCHLORIDE']",2,NOSCAPINE | PARACETAMOL | PHENYLEPHRINE HYDROCHLORIDE
DTL0622719204A1,BODREX EXTRA,CAFFEINE | IBUPROFEN | PARACETAMOL,KAPLET,"1 BLISTER @ 4 KAPLET ;; DUS, 25 BLISTER @ 4 KAPLET",TEMPO SCAN PACIFIC Tbk - Indonesia,TEMPO SCAN PACIFIC Tbk,Indonesia,2025-01-22,2030-01-22,Berlaku,Obat Bebas Terbatas - Lokal,Obat Bebas Terbatas,Lokal/Lainnya,3,5.0,False,1327,"['CAFFEINE', 'IBUPROFEN', 'PARACETAMOL']",2,CAFFEINE | IBUPROFEN | PARACETAMOL
DTL1322722237A2,BODREX FLU & BATUK BERDAHAK PE,BROMHEXINE HYDROCHLORIDE | GUAIFENESIN | PARACETAMOL | PHENYLEPHRINE HYDROCHLORIDE,SIRUP,"DUS, 1 BOTOL PLASTIK @ 60 ML",TEMPO SCAN PACIFIC Tbk - Indonesia,TEMPO SCAN PACIFIC Tbk,Indonesia,2025-08-29,2030-08-23,Berlaku,Obat Bebas Terbatas - Lokal,Obat Bebas Terbatas,Lokal/Lainnya,4,5.0,False,1540,"['BROMHEXINE HYDROCHLORIDE', 'GUAIFENESIN', 'PARACETAMOL', 'PHENYLEPHRINE HYDROCHLORIDE']",1,BROMHEXINE HYDROCHLORIDE | GUAIFENESIN | PARACETAMOL | PHENYLEPHRINE HYDROCHLORIDE
DTL1222721704A1,BODREX FLU & BATUK PE,DEXTROMETHORPHAN HYDROBROMIDE | PARACETAMOL | PHENYLEPHRINE HYDROCHLORIDE,KAPLET,"DUS, 25 BLISTER @ 4 KAPLET ;; 1 BLISTER @ 4 KAPLET",TEMPO SCAN PACIFIC Tbk - Indonesia,TEMPO SCAN PACIFIC Tbk,Indonesia,2026-04-15,2031-03-04,Berlaku,Obat Bebas Terbatas - Lokal,Obat Bebas Terbatas,Lokal/Lainnya,3,4.9,False,1733,"['DEXTROMETHORPHAN HYDROBROMIDE', 'PARACETAMOL', 'PHENYLEPHRINE HYDROCHLORIDE']",2,DEXTROMETHORPHAN HYDROBROMIDE | PARACETAMOL | PHENYLEPHRINE HYDROCHLORIDE
DTL0322718304A1,BODREX MIGRA,,KAPLET,"DUS, 25 BLISTER @ 4 KAPLET ;; 1 BLISTER @ 4 KAPLET",TEMPO SCAN PACIFIC Tbk - Indonesia,TEMPO SCAN PACIFIC Tbk,Indonesia,2025-01-08,2030-01-08,Berlaku,Obat Bebas Terbatas - Lokal,Obat Bebas Terbatas,Lokal/Lainnya,0,5.0,False,1313,[],2,TANPA KOMPOSISI
DTL1922727004A1,BODREX PILEK,GUAIFENESIN. PHENYLEPHRINE HYDROCHLORIDE,KAPLET LAPIS DUA,"BLISTER @ 4 KAPLET LAPIS DUA ;; DUS, 25 BLISTER @ 4 KAPLET LAPIS DUA",TEMPO SCAN PACIFIC Tbk - Indonesia,TEMPO SCAN PACIFIC Tbk,Indonesia,2024-06-01,2029-05-07,Berlaku,Obat Bebas Terbatas - Lokal,Obat Bebas Terbatas,Lokal/Lainnya,0,4.9,False,1067,[],2,GUAIFENESIN. PHENYLEPHRINE HYDROCHLORIDE
DTL1822726737A2,BODREXIN BATUK PILEK,BROMHEXINE HYDROCHLORIDE | CHLORPHENAMINE MALEATE | DEXTROMETHORPHAN HYDROBROMIDE | GUAIFENESIN | PHENYLEPHRINE HYDROCHLORIDE,SIRUP,"DUS, 1 BOTOL PLASTIK @ 56 ML",TEMPO SCAN PACIFIC Tbk - Indonesia,TEMPO SCAN PACIFIC Tbk,Indonesia,2025-02-26,2030-02-26,Berlaku,Obat Bebas Terbatas - Lokal,Obat Bebas Terbatas,Lokal/Lainnya,5,5.0,False,1362,"['BROMHEXINE HYDROCHLORIDE', 'CHLORPHENAMINE MALEATE', 'DEXTROMETHORPHAN HYDROBROMIDE', 'GUAIFENESIN', 'PHENYLEPHRINE HYDROCHLORIDE']",1,BROMHEXINE HYDROCHLORIDE | CHLORPHENAMINE MALEATE | DEXTROMETHORPHAN HYDROBROMIDE | GUAIFENESIN | PHENYLEPHRINE HYDROCHLORIDE
DTL1922726937A2,BODREXIN FLU & BATUK TIDAK BERDAHAK NC,CHLORPHENAMINE MALEATE | NOSCAPINE | PARACETAMOL | PHENYLEPHRINE HYDROCHLORIDE,SIRUP,"DUS, 1 BOTOL PLASTIK @ 56 ML",TEMPO SCAN PACIFIC Tbk - Indonesia,TEMPO SCAN PACIFIC Tbk,Indonesia,2026-01-06,2031-01-06,Berlaku,Obat Bebas Terbatas - Lokal,Obat Bebas Terbatas,Lokal/Lainnya,4,5.0,False,1676,"['CHLORPHENAMINE MALEATE', 'NOSCAPINE', 'PARACETAMOL', 'PHENYLEPHRINE HYDROCHLORIDE']",1,CHLORPHENAMINE MALEATE | NOSCAPINE | PARACETAMOL | PHENYLEPHRINE HYDROCHLORIDE
DTL1422723437A2,BODREXIN FLU & BATUK TIDAK BERDAHAK PE,PHENYLEPHRINE HYDROCHLORIDE. CHLORPHENAMINE MALEATE. PARACETAMOL. DEXTROMETHORPHAN HYDROBROMIDE,"SIRUP; 2,5 MG /1,0 MG /120 MG /7,5 MG","DUS, 1 BOTOL PLASTIK @ 56 ML",TEMPO SCAN PACIFIC Tbk - Indonesia,TEMPO SCAN PACIFIC Tbk,Indonesia,2020-08-13,2025-08-13,Berlaku,Obat Bebas Terbatas - Lokal,Obat Bebas Terbatas,Lokal/Lainnya,1,5.0,True,-296,['PHENYLEPHRINE HYDROCHLORIDE. CHLORPHENAMINE MALEATE. PARACETAMOL. DEXTROMETHORPHAN HYDROBROMIDE'],1,PHENYLEPHRINE HYDROCHLORIDE. CHLORPHENAMINE MALEATE. PARACETAMOL. DEXTROMETHORPHAN HYDROBROMIDE
DTL1822726837A2,BODREXIN FLU & PILEK PE,CHLORPHENAMINE MALEATE | PARACETAMOL | PHENYLEPHRINE HYDROCHLORIDE,SIRUP,"DUS, 1 BOTOL PLASTIK @ 56 ML",TEMPO SCAN PACIFIC Tbk - Indonesia,TEMPO SCAN PACIFIC Tbk,Indonesia,2024-08-06,2029-08-06,Berlaku,Obat Bebas Terbatas - Lokal,Obat Bebas Terbatas,Lokal/Lainnya,0,5.0,False,1158,[],1,CHLORPHENAMINE MALEATE  PARACETAMOL  PHENYLEPHRINE HYDROCHLORIDE
DTL1422722637A2,BODREXIN PILEK ALERGI PE,PHENYLEPHRINE HYDROCHLORIDE. CHLORPHENAMINE MALEATE,SIRUP,"DUS, 1 BOTOL PLASTIK @ 56 ML",TEMPO SCAN PACIFIC Tbk - Indonesia,TEMPO SCAN PACIFIC Tbk,Indonesia,2024-07-01,2029-07-01,Berlaku,Obat Bebas Terbatas - Lokal,Obat Bebas Terbatas,Lokal/Lainnya,0,5.0,False,1122,[],1,PHENYLEPHRINE HYDROCHLORIDE. CHLORPHENAMINE MALEATE
