nomor_registrasi,nama_produk,komposisi,list_zat_aktif,primary_drug_category,all_drug_categories,matched
DTL8713002537A1,SILADEX COUGH & COLD,DEXTROMETHORPHAN HYDROBROMIDE. DOXYLAMINE SUCCINATE. PSEUDOEPHEDRINE HYDROCHLORIDE,[],UNKNOWN,,0
DTL1913027337A1,SILADEX COUGH & FLU,BROMHEXINE HYDROCHLORIDE | CHLORPHENAMINE MALEATE | GUAIFENESIN | PARACETAMOL | PSEUDOEPHEDRINE HYDROCHLORIDE,"['BROMHEXINE HYDROCHLORIDE', 'CHLORPHENAMINE MALEATE', 'GUAIFENESIN', 'PARACETAMOL', 'PSEUDOEPHEDRINE HYDROCHLORIDE']",UNKNOWN,,0
DKL9531511110A1,SIMARC 2,WARFARIN SODIUM CLATHRATE,['WARFARIN SODIUM CLATHRATE'],antikoagulan,antikoagulan,1
DKI1986002046A1,SIMBRINZA,BRIMONIDINE TARTRATE | BRINZOLAMIDE,"['BRIMONIDINE TARTRATE', 'BRINZOLAMIDE']",UNKNOWN,,0
DBL9031801063A1,SIMECO,SIMETHICONE. MAGNESIUM HYDROXIDE. ALUMINIUM HYDROXIDE-MAGNESIUM CARBONATE GEL,['SIMETHICONE. MAGNESIUM HYDROXIDE. ALUMINIUM HYDROXIDE-MAGNESIUM CARBONATE GEL'],UNKNOWN,,0
DKL1028205044A1,SIMEXIM,CEFOTAXIME SODIUM,['CEFOTAXIME SODIUM'],UNKNOWN,,0
DKL1228205844A1,SIMEXTAM,CEFOPERAZONE SODIUM DAN SULBACTAM SODIUM ~ CEFOPERAZONE 500 MG DAN SULBACTAM,['CEFOPERAZONE SODIUM DAN SULBACTAM SODIUM ~ CEFOPERAZONE 500 MG DAN SULBACTAM'],UNKNOWN,,0
DKL2228211310A1,SIMFED,PSEUDOEPHEDRINE HYDROCHLORIDE | TRIPROLIDINE HYDROCHLORIDE,"['PSEUDOEPHEDRINE HYDROCHLORIDE', 'TRIPROLIDINE HYDROCHLORIDE']",UNKNOWN,,0
DTL2128210137A1,SIMFED DM,PSEUDOEPHEDRINE HYDROCHLORIDE. TRIPROLIDINE HYDROCHLORIDE. DEXTROMETHORPHAN HYDROBROMIDE,['PSEUDOEPHEDRINE HYDROCHLORIDE. TRIPROLIDINE HYDROCHLORIDE. DEXTROMETHORPHAN HYDROBROMIDE'],UNKNOWN,,0
DTL2128210237A1,SIMFED EXPECTORANT,PSEUDOEPHEDRINE HYDROCHLORIDE. TRIPROLIDINE HYDROCHLORIDE. GUAIFENESIN,['PSEUDOEPHEDRINE HYDROCHLORIDE. TRIPROLIDINE HYDROCHLORIDE. GUAIFENESIN'],UNKNOWN,,0
DKL2128210509A1,SIMKETO,ALPHA-HYDROXY METHIONINE CALCIUM | ALPHA-KETO-ISOLEUCIN CALCIUM | ALPHA-KETO-LEUCINE CALCIUM | ALPHA-KETO-PHENYLALANINE CALCIUM | ALPHA-KETO-VALINE CALCIUM | L-HISTIDINE | L-LYSINE ACETATE | THREONINE | TRYPTOPHAN | TYROSINE,"['ALPHA-HYDROXY METHIONINE CALCIUM', 'ALPHA-KETO-ISOLEUCIN CALCIUM', 'ALPHA-KETO-LEUCINE CALCIUM', 'ALPHA-KETO-PHENYLALANINE CALCIUM', 'ALPHA-KETO-VALINE CALCIUM', 'L-HISTIDINE', 'L-LYSINE ACETATE', 'THREONINE', 'TRYPTOPHAN', 'TYROSINE']",UNKNOWN,,0
DBL2128211158A1,SIMLAX,SODIUM CITRATE. SORBITOL SOLUTION 70. SODIUM LAURYL SULFOACETATE. MACROGOL 400,['SODIUM CITRATE. SORBITOL SOLUTION 70. SODIUM LAURYL SULFOACETATE. MACROGOL 400'],UNKNOWN,,0
DKI1260000943A1,SIMPONI,GOLIMUMAB,['GOLIMUMAB'],UNKNOWN,,0
DKL2128210443A1,SIMPROFEN,DEXKETOPROFEN TROMETAMOL,['DEXKETOPROFEN TROMETAMOL'],nsaid,nsaid,1
DKL2428212304A1,SIMSARTAN 40,KOMBINASI-TELMISARTAN POWDER 23.9,['TELMISARTAN POWDER 23.9'],ace_arb,ace_arb,1
DKL2228211629A1,SIMTROBAN,MUPIROCIN CALCIUM,['MUPIROCIN CALCIUM'],UNKNOWN,,0
DKI2465700244A1,SIMULECT,BASILIXIMAB,[],UNKNOWN,,0
DKI0267503044A1,SIMULECT,Basiliximab 20mg,[],UNKNOWN,,0
DBL2504532832A1,SIMULSION,SIMETHICONE EMULSION 30,['SIMETHICONE EMULSION 30'],UNKNOWN,,0
GKL2616914717A1,SIMVASTATIN,SIMVASTATIN,['SIMVASTATIN'],statin,statin,1
DKL2128210904A1,SIMZAL,LEVOCETIRIZINE DIHYDROCHLORIDE,['LEVOCETIRIZINE DIHYDROCHLORIDE'],UNKNOWN,,0
LKE13066095,SINEMET,CARBIDOPA MONOHYDRATE | LEVODOPA,"['CARBIDOPA MONOHYDRATE', 'LEVODOPA']",dopaminergik_parkinson,dopaminergik_parkinson,1
LKE20066189,SINEMET CR,LEVODOPA. CARBIDOPA,['LEVODOPA. CARBIDOPA'],dopaminergik_parkinson,dopaminergik_parkinson,1
LKE20066193,SINEMET CR,CARBIDOPA. LEVODOPA,['CARBIDOPA. LEVODOPA'],dopaminergik_parkinson,dopaminergik_parkinson,1
DKL0033200833A1,SISOPRIM,SULFAMETHOXAZOLE | TRIMETHOPRIM,"['SULFAMETHOXAZOLE', 'TRIMETHOPRIM']",UNKNOWN,,0
GKL2343503417A1,SITAGLIPTIN HYDROCHLORIDE MONOHYDRATE / METFORMIN HYDROCHLORIDE,SITAGLIPTIN HYDROCHLORIDE MONOHYDRATE. METFORMIN HYDROCHLORIDE,['SITAGLIPTIN HYDROCHLORIDE MONOHYDRATE. METFORMIN HYDROCHLORIDE'],antidiabetes,antidiabetes,1
GKL2443503417B1,SITAGLIPTIN HYDROCHLORIDE MONOHYDRATE / METFORMIN HYDROCHLORIDE,METFORMIN HYDROCHLORIDE | SITAGLIPTIN HYDROCHLORIDE MONOHYDRATE,"['METFORMIN HYDROCHLORIDE', 'SITAGLIPTIN HYDROCHLORIDE MONOHYDRATE']",antidiabetes,antidiabetes,1
DKI2458100343A1,SKYCELLFLU QUADRIVALENT NH,"A/CROATIA/10136RV/2023 (H3N2) - LIKE VIRUS, (A/CROATIA/10136RV/2023, X-425A) | A/VICTORIA/4897/2022(H1N1)PDM09 - LIKE VIRUS (A/VICTORIA/4897/2022, IVR-238) | B/AUSTRIA/1359417/2021-LIKE VIRUS (B/MICHIGAN/01/2021, WILD TYPE) | B/PHUKET/3073/2013-LIKE VIRUS (B/PHUKET/3073/2013, WILD TYPE)","['A/CROATIA/10136RV/2023 (H3N2) - LIKE VIRUS, (A/CROATIA/10136RV/2023, X-425A)', 'A/VICTORIA/4897/2022(H1N1)PDM09 - LIKE VIRUS (A/VICTORIA/4897/2022, IVR-238)', 'B/AUSTRIA/1359417/2021-LIKE VIRUS (B/MICHIGAN/01/2021, WILD TYPE)', 'B/PHUKET/3073/2013-LIKE VIRUS (B/PHUKET/3073/2013, WILD TYPE)']",UNKNOWN,,0
DKI2658100443A1,SKYCELLFLU QUADRIVALENT SH,"A/THAILAND/8/2022 (H3N2) - LIKE VIRUS (A/THAILAND/8/2022, IVR-237) | A/VICTORIA/4897/2022(H1N1)PDM09 - LIKE VIRUS (A/VICTORIA/4897/2022, IVR-238) | B/AUSTRIA/1359417/2021-LIKE VIRUS (B/MICHIGAN/01/2021, WILD TYPE) | B/PHUKET/3073/2013-LIKE VIRUS (B/PHUKET/3073/2013, WILD TYPE)","['A/THAILAND/8/2022 (H3N2) - LIKE VIRUS (A/THAILAND/8/2022, IVR-237)', 'A/VICTORIA/4897/2022(H1N1)PDM09 - LIKE VIRUS (A/VICTORIA/4897/2022, IVR-238)', 'B/AUSTRIA/1359417/2021-LIKE VIRUS (B/MICHIGAN/01/2021, WILD TYPE)', 'B/PHUKET/3073/2013-LIKE VIRUS (B/PHUKET/3073/2013, WILD TYPE)']",UNKNOWN,,0
DKI2138100617A1,SLINDA,DROSPIRENONE,['DROSPIRENONE'],UNKNOWN,,0
DKI1741800449A1,SMOFKABIVEN,ALANINE | CALCIUM CHLORIDE DIHYDRATE | DEXTROSE MONOHYDRATE | GLYCINE | HISTIDINE | ISOLEUCINE | L-ARGININE | LEUCINE | LYSINE ACETATE | MAGNESIUM SULFATE HEPTAHYDRATE | MEDIUM CHAIN TRIGLYCERIDES | METHIONINE | OLIVE OIL | PHENYLALANINE | POTASSIUM CHLORIDE | PROLINE | PURIFIED FISH OIL | SERINE | SODIUM ACETATE TRIHYDRATE | SODIUM GLYCEROPHOSPHATE | SOYBEAN OIL | TAURINE | THREONINE | TRYPTOPHAN | TYROSINE | VALINE | ZINC SULFATE HEPTAHYDRATE,"['ALANINE', 'CALCIUM CHLORIDE DIHYDRATE', 'DEXTROSE MONOHYDRATE', 'GLYCINE', 'HISTIDINE', 'ISOLEUCINE', 'L-ARGININE', 'LEUCINE', 'LYSINE ACETATE', 'MAGNESIUM SULFATE HEPTAHYDRATE', 'MEDIUM CHAIN TRIGLYCERIDES', 'METHIONINE', 'OLIVE OIL', 'PHENYLALANINE', 'POTASSIUM CHLORIDE', 'PROLINE', 'PURIFIED FISH OIL', 'SERINE', 'SODIUM ACETATE TRIHYDRATE', 'SODIUM GLYCEROPHOSPHATE', 'SOYBEAN OIL', 'TAURINE', 'THREONINE', 'TRYPTOPHAN', 'TYROSINE', 'VALINE', 'ZINC SULFATE HEPTAHYDRATE']",UNKNOWN,,0
DKI1974502349A1,SMOFKABIVEN PERIPHERAL,ALANINE | ARGININE | CALCIUM CHLORIDE DIHYDRATE | DEXTROSE MONOHYDRATE | GLYCINE | HISTIDINE | ISOLEUCINE | LEUCINE | LYSINE ACETATE | MAGNESIUM SULFATE HEPTAHYDRATE | MEDIUM CHAIN TRIGLYCERIDES | METHIONINE | OLIVE OIL | PHENYLALANINE | POTASSIUM CHLORIDE | PROLINE | PURIFIED FISH OIL | SERINE | SODIUM ACETATE TRIHYDRATE | SODIUM GLYCEROPHOSPHATE HYDRATED | SOYBEAN OIL | TAURINE | THREONINE | TRYPTOPHAN | TYROSINE | VALINE | ZINC SULFATE HEPTAHYDRATE,"['ALANINE', 'ARGININE', 'CALCIUM CHLORIDE DIHYDRATE', 'DEXTROSE MONOHYDRATE', 'GLYCINE', 'HISTIDINE', 'ISOLEUCINE', 'LEUCINE', 'LYSINE ACETATE', 'MAGNESIUM SULFATE HEPTAHYDRATE', 'MEDIUM CHAIN TRIGLYCERIDES', 'METHIONINE', 'OLIVE OIL', 'PHENYLALANINE', 'POTASSIUM CHLORIDE', 'PROLINE', 'PURIFIED FISH OIL', 'SERINE', 'SODIUM ACETATE TRIHYDRATE', 'SODIUM GLYCEROPHOSPHATE HYDRATED', 'SOYBEAN OIL', 'TAURINE', 'THREONINE', 'TRYPTOPHAN', 'TYROSINE', 'VALINE', 'ZINC SULFATE HEPTAHYDRATE']",UNKNOWN,,0
DKI0774501749A1,SMOFLIPID 20 %,OLIVE OIL. SOYBEAN OIL. PURIFIED FISH OIL. MEDIUM CHAIN TRIGLYCERIDES,['OLIVE OIL. SOYBEAN OIL. PURIFIED FISH OIL. MEDIUM CHAIN TRIGLYCERIDES'],UNKNOWN,,0
GBL9901801210A1,SODIUM BICARBONATE,SODIUM HYDROGEN CARBONATE,['SODIUM HYDROGEN CARBONATE'],UNKNOWN,,0
GBL9518900710A1,SODIUM BICARBONATE,SODIUM BICARBONATE,['SODIUM BICARBONATE'],UNKNOWN,,0
GKL1934614846A1,SODIUM HYALURONATE,SODIUM HYALURONATE,['SODIUM HYALURONATE'],UNKNOWN,,0
GKL1619932537A1,SODIUM VALPROATE,SODIUM VALPROATE,['SODIUM VALPROATE'],antikonvulsan,antikonvulsan,1
DKI2160900142A1,SOFFLO LOW CALCIUM WITH DEXTROSE 1.5%,SODIUM CHLORIDE. CALCIUM CHLORIDE DIHYDRATE. MAGNESIUM CHLORIDE HEXAHYDRATE. DEXTROSE ANHYDRATE. SODIUM LACTATE,['SODIUM CHLORIDE. CALCIUM CHLORIDE DIHYDRATE. MAGNESIUM CHLORIDE HEXAHYDRATE. DEXTROSE ANHYDRATE. SODIUM LACTATE'],UNKNOWN,,0
DKI2160900142B1,SOFFLO LOW CALCIUM WITH DEXTROSE 2.5%,CALCIUM CHLORIDE DIHYDRATE. DEXTROSE MONOHYDRATE. SODIUM CHLORIDE. MAGNESIUM CHLORIDE HEXAHYDRATE. SODIUM LACTATE,['CALCIUM CHLORIDE DIHYDRATE. DEXTROSE MONOHYDRATE. SODIUM CHLORIDE. MAGNESIUM CHLORIDE HEXAHYDRATE. SODIUM LACTATE'],UNKNOWN,,0
DKI2160900142C1,SOFFLO LOW CALCIUM WITH DEXTROSE 4.25%,CALCIUM CHLORIDE DIHYDRATE. DEXTROSE ANHYDRATE. SODIUM CHLORIDE. MAGNESIUM CHLORIDE HEXAHYDRATE. SODIUM LACTATE,['CALCIUM CHLORIDE DIHYDRATE. DEXTROSE ANHYDRATE. SODIUM CHLORIDE. MAGNESIUM CHLORIDE HEXAHYDRATE. SODIUM LACTATE'],UNKNOWN,,0
DKI2358000317A1,SOFGEN,SOFOSBUVIR,['SOFOSBUVIR'],UNKNOWN,,0
DTL0033402137A1,SOLAFLUZ,PARACETAMOL. GUAIFENESIN. CHLORPHENAMINE MALEATE. PHENYLEPHRINE HYDROCHLORIDE,['PARACETAMOL. GUAIFENESIN. CHLORPHENAMINE MALEATE. PHENYLEPHRINE HYDROCHLORIDE'],UNKNOWN,,0
DKL7406102410A1,SOLAXIN,CHLORZOXAZONE,['CHLORZOXAZONE'],UNKNOWN,,0
DKL2040813644A1,SOLFION,KOMBINASI-METHYLPREDNISOLONE SODIUM SUCCINATE AND PHOSPHATE BUFFER 3 LYOPHILLIZED,['METHYLPREDNISOLONE SODIUM SUCCINATE AND PHOSPHATE BUFFER 3 LYOPHILLIZED'],kortikosteroid,kortikosteroid,1
DKL1240801210B1,SOLFION 8,METHYLPREDNISOLONE,['METHYLPREDNISOLONE'],kortikosteroid,kortikosteroid,1
DKI2366400117A1,SOLIFIX,SOLIFENACIN SUCCINATE,['SOLIFENACIN SUCCINATE'],UNKNOWN,,0
DKI1959203043A1,SOLIQUA,INSULIN GLARGINE. LIXISENATIDE,['INSULIN GLARGINE. LIXISENATIDE'],antidiabetes,antidiabetes,1
DKI2569700149A1,SOLIRIS,ECULIZUMAB,['ECULIZUMAB'],UNKNOWN,,0
DKI1574502280A1,SOLUVIT N,BIOTIN | CYANOCOBALAMIN | FOLIC ACID | NICOTINAMIDE | PYRIDOXINE HYDROCHLORIDE | RIBOFLAVIN SODIUM PHOSPHATE | SODIUM ASCORBATE | SODIUM PANTOTHENATE | THIAMINE MONONITRATE,"['BIOTIN', 'CYANOCOBALAMIN', 'FOLIC ACID', 'NICOTINAMIDE', 'PYRIDOXINE HYDROCHLORIDE', 'RIBOFLAVIN SODIUM PHOSPHATE', 'SODIUM ASCORBATE', 'SODIUM PANTOTHENATE', 'THIAMINE MONONITRATE']",UNKNOWN,,0
DKL1633536544A1,SOMANOVELL,SOMATOSTATIN,['SOMATOSTATIN'],UNKNOWN,,0
DKI0923600144A1,SOMATOSTATIN LYOMARK,SOMATOSTATIN ACETATE,['SOMATOSTATIN ACETATE'],UNKNOWN,,0
DKL9933302003A1,SOPRALAN 30,"KOMBINASI-LANSOPRAZOLE ENTERIC COATED PELLET 8,5","['LANSOPRAZOLE ENTERIC COATED PELLET 8,5']",UNKNOWN,,0
DKL2313030209A1,SPASCO PLUS,PARACETAMOL. HYOSCINE BUTYLBROMIDE,['PARACETAMOL. HYOSCINE BUTYLBROMIDE'],UNKNOWN,,0
DKL0208507104A1,SPASMINAL,HYOSCINE BUTYLBROMIDE | PARACETAMOL,"['HYOSCINE BUTYLBROMIDE', 'PARACETAMOL']",UNKNOWN,,0
DKL7603815331A1,SPECTRON,POLYMYXIN B SULFATE. NEOMYCIN SULFATE,['POLYMYXIN B SULFATE. NEOMYCIN SULFATE'],UNKNOWN,,0
DKI2569400144A1,SPEEDA,INACTIVATED RABIES VIRUS (L-PASTEUR PV-2061 STRAIN),['INACTIVATED RABIES VIRUS (L-PASTEUR PV-2061 STRAIN)'],UNKNOWN,,0
EUA2222000443A1,SPIKEVAX,MRNA-1273 (MRNA OF SARS-COV 2 VIRUS SPIKE PROTEIN),['MRNA-1273 (MRNA OF SARS-COV 2 VIRUS SPIKE PROTEIN)'],UNKNOWN,,0
DKI2500700868A1,SPIOLTO RESPIMAT,OLODATEROL HYDROCHLORIDE | TIOTROPIUM BROMIDE,"['OLODATEROL HYDROCHLORIDE', 'TIOTROPIUM BROMIDE']",UNKNOWN,,0
DKI1652503368A1,SPIOLTO RESPIMAT,TIOTROPIUM BROMIDE. OLODATEROL HYDROCHLORIDE,['TIOTROPIUM BROMIDE. OLODATEROL HYDROCHLORIDE'],UNKNOWN,,0
DKI2352503768A1,SPIOLTO RESPIMAT,OLODATEROL HYDROCHLORIDE. TIOTROPIUM BROMIDE,['OLODATEROL HYDROCHLORIDE. TIOTROPIUM BROMIDE'],UNKNOWN,,0
LKE23209017,SPIRAMYCIN,SPIRAMYCIN,['SPIRAMYCIN'],UNKNOWN,,0
DKI2452503868A1,SPIRIVA RESPIMAT,TIOTROPIUM BROMIDE,['TIOTROPIUM BROMIDE'],UNKNOWN,,0
GKL2608522510B1,SPIRONOLACTONE,SPIRONOLACTONE,['SPIRONOLACTONE'],diuretik_hemat_kalium,diuretik_hemat_kalium,1
DKL1124402501A1,SPORANOX,ITRACONAZOLE,['ITRACONAZOLE'],UNKNOWN,,0
DKL0017616201A1,SPYROCON,KOMBINASI-ITRACONAZOLE IR PELLETS 21.74 W/W,['ITRACONAZOLE IR PELLETS 21.74 W/W'],UNKNOWN,,0
DKI2554801910A1,SRIMANID,PRETOMANID,['PRETOMANID'],UNKNOWN,,0
DKI2554801810A1,SRIQUILINE,BEDAQUILINE FUMARATE,['BEDAQUILINE FUMARATE'],UNKNOWN,,0
DKL1704524816A1,STABLON,TIANEPTINE SODIUM,['TIANEPTINE SODIUM'],UNKNOWN,,0
DKI2180901417C1,STALEVO,CARBIDOPA MONOHYDRATE | ENTACAPONE | LEVODOPA,"['CARBIDOPA MONOHYDRATE', 'ENTACAPONE', 'LEVODOPA']",dopaminergik_parkinson,dopaminergik_parkinson,1
DKI1059702744A1,STAMARIL PASTEUR,LIVE ATTENUATED YELLOW FEVER VIRUS (17D-204 STRAIN),['LIVE ATTENUATED YELLOW FEVER VIRUS (17D-204 STRAIN)'],UNKNOWN,,0
DKL9208501204A1,STANZA 500,MEFENAMIC ACID,['MEFENAMIC ACID'],nsaid,nsaid,1
DKI2472101230A1,STAQUIS,CRISABOROLE,['CRISABOROLE'],UNKNOWN,,0
DTL2417115704A1,STARFLU,PARACETAMOL. GUAIFENESIN. PHENYLPROPANOLAMINE HYDROCHLORIDE. CHLORPHENAMINE MALEATE,['PARACETAMOL. GUAIFENESIN. PHENYLPROPANOLAMINE HYDROCHLORIDE. CHLORPHENAMINE MALEATE'],UNKNOWN,,0
LKE15176010,STARXON,CEFTRIAXONE SODIUM | LIDOCAINE HYDROCHLORIDE,"['CEFTRIAXONE SODIUM', 'LIDOCAINE HYDROCHLORIDE']",UNKNOWN,,0
DKI2060001643A1,STELARA,USTEKINUMAB,['USTEKINUMAB'],UNKNOWN,,0
DKL0633309017B1,STELOSI 5,TRIFLUOPERAZINE HYDROCHLORIDE,['TRIFLUOPERAZINE HYDROCHLORIDE'],UNKNOWN,,0
DKL1942900549A1,STEROFUNDIN ISO,CALCIUM CHLORIDE DIHYDRATE. MAGNESIUM CHLORIDE HEXAHYDRATE. SODIUM ACETATE TRIHYDRATE. POTASSIUM CHLORIDE. SODIUM CHLORIDE. MALIC ACID,['CALCIUM CHLORIDE DIHYDRATE. MAGNESIUM CHLORIDE HEXAHYDRATE. SODIUM ACETATE TRIHYDRATE. POTASSIUM CHLORIDE. SODIUM CHLORIDE. MALIC ACID'],UNKNOWN,,0
DTL2118833709A1,STINOPI,PARACETAMOL. ACETYLCYSTEINE,['PARACETAMOL. ACETYLCYSTEINE'],UNKNOWN,,0
DKI1451602917A1,STIVARGA,REGORAFENIB,['REGORAFENIB'],UNKNOWN,,0
DBL0104127210A1,STOMACAIN,KOMBINASI-ALUMINUM HYDROXIDE - MAGNESIUM CARBONATE - CALCIUM CARBONATE COPRECIPITATE,['ALUMINUM HYDROXIDE - MAGNESIUM CARBONATE - CALCIUM CARBONATE COPRECIPITATE'],UNKNOWN,,0
DTL7204509116A1,STOP COLD,PARACETAMOL. PSEUDOEPHEDRINE HYDROCHLORIDE. CHLORPHENAMINE MALEATE. GUAIFENESIN,['PARACETAMOL. PSEUDOEPHEDRINE HYDROCHLORIDE. CHLORPHENAMINE MALEATE. GUAIFENESIN'],UNKNOWN,,0
DTL9903603337A1,STOPBAT,PARACETAMOL. PSEUDOEPHEDRINE HYDROCHLORIDE. CHLORPHENAMINE MALEATE. SUCCUS LIQUIRITIAE. AMMONIUM CHLORIDE,['PARACETAMOL. PSEUDOEPHEDRINE HYDROCHLORIDE. CHLORPHENAMINE MALEATE. SUCCUS LIQUIRITIAE. AMMONIUM CHLORIDE'],UNKNOWN,,0
DKL2309227510A1,STOVERINE,PAPAVERINE HYDROCHLORIDE,['PAPAVERINE HYDROCHLORIDE'],UNKNOWN,,0
GKL9519906944B1,STREPTOMYCIN SULFATE,STREPTOMYCIN SULFATE,['STREPTOMYCIN SULFATE'],UNKNOWN,,0
DKI1552503275A1,STRIVERDI RESPIMAT,OLODATEROL,['OLODATEROL'],UNKNOWN,,0
DBL7206102310A1,STROCAIN P,POLYMIGEL,['POLYMIGEL'],UNKNOWN,,0
DNI1166700474A1,SUBOXONE,NALOXONE HYDROCHLORIDE DIHYDRATE. BUPRENORPHINE HYDROCHLORIDE,['NALOXONE HYDROCHLORIDE DIHYDRATE. BUPRENORPHINE HYDROCHLORIDE'],UNKNOWN,,0
GKL2508522433A1,SUCRALFATE,SUCRALFATE SUSPENSION,['SUCRALFATE SUSPENSION'],UNKNOWN,,0
LKE23227018,SUDREX EXTRA,ACETYLSALICYLIC ACID | CAFFEINE | PARACETAMOL,"['ACETYLSALICYLIC ACID', 'CAFFEINE', 'PARACETAMOL']",nsaid,nsaid|xantin,1
DNI2158700143A1,SUFENTA,SUFENTANIL CITRATE,['SUFENTANIL CITRATE'],UNKNOWN,,0
DKL0602338244A1,SULBACEF,CEFOPERAZONE SODIUM AND SULBACTAM SODIUM ~ CEFOPERAZONE 500 MG AND SULBACTAM 500 MG,['CEFOPERAZONE SODIUM AND SULBACTAM SODIUM ~ CEFOPERAZONE 500 MG AND SULBACTAM 500 MG'],UNKNOWN,,0
IKE23660001,SULBACILLIN 1.5 G FOR INJECTION,AMPICILLIN SODIUM. SULBACTAM SODIUM,['AMPICILLIN SODIUM. SULBACTAM SODIUM'],antibiotik_beta,antibiotik_beta,1
DKL2613328444A1,SULBIOTIC,KOMBINASI-AMPICILLIN SODIUM DAN SULBACTAM SODIUM,['AMPICILLIN SODIUM DAN SULBACTAM SODIUM'],antibiotik_beta,antibiotik_beta,1
GKL8109200210A1,SULFADIAZINE,SULFADIAZINE,['SULFADIAZINE'],UNKNOWN,,0
DKI0284800844A1,SULPERAZON,SULBACTAM SODIUM. CEFOPERAZONE SODIUM,['SULBACTAM SODIUM. CEFOPERAZONE SODIUM'],UNKNOWN,,0
DKI2450102342A1,SURVANTA,BOVINE LUNG LIPIDS,['BOVINE LUNG LIPIDS'],UNKNOWN,,0
DKL2042601249A1,"SURYAVENA KCL 7,46",POTASSIUM CHLORIDE,['POTASSIUM CHLORIDE'],UNKNOWN,,0
DKL1742600449A1,SURYAVENA RINGER LACTATE,CALCIUM CHLORIDE DIHYDRATE. POTASSIUM CHLORIDE. SODIUM LACTATE. SODIUM CHLORIDE,['CALCIUM CHLORIDE DIHYDRATE. POTASSIUM CHLORIDE. SODIUM LACTATE. SODIUM CHLORIDE'],UNKNOWN,,0
DKI1747200143A1,SUSTANON 250,TESTOSTERONE DECANOATE. TESTOSTERONE ISOCAPROATE. TESTOSTERONE PHENYLPROPIONATE. TESTOSTERONE PROPIONATE,['TESTOSTERONE DECANOATE. TESTOSTERONE ISOCAPROATE. TESTOSTERONE PHENYLPROPIONATE. TESTOSTERONE PROPIONATE'],UNKNOWN,,0
DKI2469000143A1,SYBRAVA,INCLISIRAN SODIUM,['INCLISIRAN SODIUM'],UNKNOWN,,0
DKI0251302067A1,SYMBICORT,FORMOTEROL FUMARATE DIHYDRATE. BUDESONIDE,['FORMOTEROL FUMARATE DIHYDRATE. BUDESONIDE'],kortikosteroid,kortikosteroid,1
DKI2004900268A1,SYMBICORT RAPIHALER,BUDESONIDE | FORMOTEROL FUMARATE DIHYDRATE,"['BUDESONIDE', 'FORMOTEROL FUMARATE DIHYDRATE']",kortikosteroid,kortikosteroid,1
DKI2161300201A1,SYMVENU 1.5 MG,CARIPRAZINE HYDROCHLORIDE,['CARIPRAZINE HYDROCHLORIDE'],UNKNOWN,,0
DKI2550200743A1,SYNAGIS,PALIVIZUMAB,['PALIVIZUMAB'],UNKNOWN,,0
DKI2276703643A1,SYNFLORIX,PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 1 CONJUGATED TO PROTEIN D. PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 4 CONJUGATED TO PROTEIN D. PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 5 CONJUGATED TO PROTEIN D. PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 6B CONJUGATED TO PROTEIN D,['PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 1 CONJUGATED TO PROTEIN D. PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 4 CONJUGATED TO PROTEIN D. PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 5 CONJUGATED TO PROTEIN D. PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 6B CONJUGATED TO PROTEIN D'],UNKNOWN,,0
DKI1076702143A2,SYNFLORIX,PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 1 CONJUGATED TO PROTEIN D. PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 5 CONJUGATED TO PROTEIN D. PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 4 CONJUGATED TO PROTEIN D. PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 6B CONJUGATED TO PROTEIN D,['PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 1 CONJUGATED TO PROTEIN D. PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 5 CONJUGATED TO PROTEIN D. PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 4 CONJUGATED TO PROTEIN D. PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 6B CONJUGATED TO PROTEIN D'],UNKNOWN,,0
DKI1938100417A1,SYNFONIA 24,DROSPIRENONE | ETHINYLESTRADIOL,"['DROSPIRENONE', 'ETHINYLESTRADIOL']",UNKNOWN,,0
DKI2535401044A1,T-GYCLINE,TIGECYCLINE,['TIGECYCLINE'],UNKNOWN,,0
GBL2437501716A1,TABLET TAMBAH DARAH,FERROUS FUMARATE. FOLIC ACID,['FERROUS FUMARATE. FOLIC ACID'],UNKNOWN,,0
GBL2117115416A1,TABLET TAMBAH DARAH,FERROUS FUMARATE | FOLIC ACID,"['FERROUS FUMARATE', 'FOLIC ACID']",UNKNOWN,,0
GBL1914108816A1,TABLET TAMBAH DARAH,FOLIC ACID. FERROUS FUMARATE,['FOLIC ACID. FERROUS FUMARATE'],UNKNOWN,,0
